dpnum,poll_name,item_id,wave,linkage_basis,source_row,caseid,female,source_variable,correct
18,By the People: Health and Education,item_4,t2,validated_public_row_position,115,970115,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,115,970115,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,115,970115,1,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,116,970116,0,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,116,970116,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,116,970116,0,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,116,970116,0,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,116,970116,0,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,116,970116,0,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,117,970117,1,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,117,970117,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,117,970117,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,117,970117,1,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,117,970117,1,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,117,970117,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,118,970118,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,118,970118,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,118,970118,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,118,970118,1,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,118,970118,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,118,970118,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,119,970119,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,119,970119,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,119,970119,1,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,119,970119,1,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,119,970119,1,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,119,970119,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,120,970120,1,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,120,970120,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,120,970120,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,120,970120,1,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,120,970120,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,120,970120,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,121,970121,0,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,121,970121,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,121,970121,0,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,121,970121,0,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,121,970121,0,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,121,970121,0,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,122,970122,0,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,122,970122,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,122,970122,0,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,122,970122,0,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,122,970122,0,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,122,970122,0,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,123,970123,0,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,123,970123,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,123,970123,0,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,123,970123,0,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,123,970123,0,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,123,970123,0,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,124,970124,0,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,124,970124,0,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,124,970124,0,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,124,970124,0,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,124,970124,0,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,124,970124,0,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,125,970125,0,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,125,970125,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,125,970125,0,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,125,970125,0,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,125,970125,0,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,125,970125,0,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,126,970126,0,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,126,970126,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,126,970126,0,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,126,970126,0,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,126,970126,0,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,126,970126,0,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,127,970127,1,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,127,970127,1,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,127,970127,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,127,970127,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,127,970127,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,127,970127,1,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,128,970128,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,128,970128,1,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,128,970128,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,128,970128,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,128,970128,1,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,128,970128,1,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,129,970129,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,129,970129,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,129,970129,1,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,129,970129,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,129,970129,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,129,970129,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,130,970130,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,130,970130,1,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,130,970130,1,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,130,970130,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,130,970130,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,130,970130,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,131,970131,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,131,970131,1,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,131,970131,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,131,970131,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,131,970131,1,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,131,970131,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,132,970132,1,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,132,970132,1,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,132,970132,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,132,970132,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,132,970132,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,132,970132,1,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,133,970133,0,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,133,970133,0,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,133,970133,0,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,133,970133,0,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,133,970133,0,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,133,970133,0,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,134,970134,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,134,970134,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,134,970134,1,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,134,970134,1,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,134,970134,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,134,970134,1,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,135,970135,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,135,970135,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,135,970135,1,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,135,970135,1,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,135,970135,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,135,970135,1,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,136,970136,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,136,970136,1,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,136,970136,1,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,136,970136,1,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,136,970136,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,136,970136,1,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,137,970137,0,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,137,970137,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,137,970137,0,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,137,970137,0,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,137,970137,0,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,137,970137,0,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,138,970138,0,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,138,970138,0,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,138,970138,0,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,138,970138,0,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,138,970138,0,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,138,970138,0,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,139,970139,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,139,970139,1,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,139,970139,1,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,139,970139,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,139,970139,1,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,139,970139,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,140,970140,0,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,140,970140,0,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,140,970140,0,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,140,970140,0,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,140,970140,0,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,140,970140,0,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,141,970141,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,141,970141,1,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,141,970141,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,141,970141,1,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,141,970141,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,141,970141,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,142,970142,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,142,970142,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,142,970142,1,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,142,970142,1,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,142,970142,1,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,142,970142,1,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,143,970143,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,143,970143,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,143,970143,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,143,970143,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,143,970143,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,143,970143,1,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,144,970144,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,144,970144,1,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,144,970144,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,144,970144,1,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,144,970144,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,144,970144,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,145,970145,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,145,970145,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,145,970145,1,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,145,970145,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,145,970145,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,145,970145,1,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,146,970146,1,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,146,970146,1,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,146,970146,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,146,970146,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,146,970146,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,146,970146,1,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,147,970147,0,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,147,970147,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,147,970147,0,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,147,970147,0,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,147,970147,0,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,147,970147,0,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,148,970148,0,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,148,970148,0,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,148,970148,0,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,148,970148,0,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,148,970148,0,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,148,970148,0,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,149,970149,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,149,970149,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,149,970149,1,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,149,970149,1,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,149,970149,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,149,970149,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,150,970150,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,150,970150,1,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,150,970150,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,150,970150,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,150,970150,1,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,150,970150,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,151,970151,0,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,151,970151,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,151,970151,0,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,151,970151,0,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,151,970151,0,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,151,970151,0,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,152,970152,1,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,152,970152,1,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,152,970152,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,152,970152,1,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,152,970152,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,152,970152,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,153,970153,1,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,153,970153,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,153,970153,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,153,970153,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,153,970153,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,153,970153,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,154,970154,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,154,970154,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,154,970154,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,154,970154,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,154,970154,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,154,970154,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,155,970155,0,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,155,970155,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,155,970155,0,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,155,970155,0,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,155,970155,0,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,155,970155,0,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,156,970156,0,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,156,970156,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,156,970156,0,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,156,970156,0,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,156,970156,0,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,156,970156,0,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,157,970157,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,157,970157,1,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,157,970157,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,157,970157,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,157,970157,1,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,157,970157,1,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,158,970158,0,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,158,970158,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,158,970158,0,t3know3raw,1
18,By the People: Health and Education,item_4,t2,validated_public_row_position,158,970158,0,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,158,970158,0,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,158,970158,0,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,159,970159,0,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,159,970159,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,159,970159,0,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,159,970159,0,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,159,970159,0,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,159,970159,0,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,160,970160,1,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,160,970160,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,160,970160,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,160,970160,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,160,970160,1,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,160,970160,1,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,161,970161,0,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,161,970161,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,161,970161,0,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,161,970161,0,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,161,970161,0,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,161,970161,0,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,162,970162,0,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,162,970162,0,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,162,970162,0,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,162,970162,0,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,162,970162,0,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,162,970162,0,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,163,970163,1,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,163,970163,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,163,970163,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,163,970163,1,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,163,970163,1,t3know5raw,0
18,By the People: Health and Education,item_6,t2,validated_public_row_position,163,970163,1,t3know6raw,1
18,By the People: Health and Education,item_1,t2,validated_public_row_position,164,970164,0,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,164,970164,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,164,970164,0,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,164,970164,0,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,164,970164,0,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,164,970164,0,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,165,970165,0,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,165,970165,0,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,165,970165,0,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,165,970165,0,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,165,970165,0,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,165,970165,0,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,166,970166,1,t3know1raw,1
18,By the People: Health and Education,item_2,t2,validated_public_row_position,166,970166,1,t3know2raw,1
18,By the People: Health and Education,item_3,t2,validated_public_row_position,166,970166,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,166,970166,1,t3know4raw,0
18,By the People: Health and Education,item_5,t2,validated_public_row_position,166,970166,1,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,166,970166,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,167,970167,1,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,167,970167,1,t3know2raw,0
18,By the People: Health and Education,item_3,t2,validated_public_row_position,167,970167,1,t3know3raw,0
18,By the People: Health and Education,item_4,t2,validated_public_row_position,167,970167,1,t3know4raw,1
18,By the People: Health and Education,item_5,t2,validated_public_row_position,167,970167,1,t3know5raw,1
18,By the People: Health and Education,item_6,t2,validated_public_row_position,167,970167,1,t3know6raw,0
18,By the People: Health and Education,item_1,t2,validated_public_row_position,168,970168,0,t3know1raw,0
18,By the People: Health and Education,item_2,t2,validated_public_row_position,168,970168,0,t3know2raw,1
