source_row,caseid,historical_sample,group,baseline_raw,post_raw,historical_item,candidate_item,baseline_knowledge,historical_post_knowledge,candidate_post_knowledge,historical_joint_knowledge,candidate_joint_knowledge
288,1120,FALSE,NA,4,NA,0,0,0.06666666865348816,0,0,0,0
289,4310,FALSE,NA,6,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
290,4515,FALSE,NA,7,NA,1,0,0.6666666666666666,0.06666666666666667,0,0.06666666666666667,0
291,6605,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
292,1103,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
293,3211,FALSE,NA,-8,NA,0,0,0.2000000019868215,0,0,0,0
294,8310,FALSE,NA,7,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
295,7618,FALSE,NA,6,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
296,5201,FALSE,NA,5,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
297,2101,FALSE,NA,7,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
298,1204,FALSE,NA,7,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
299,3901,FALSE,NA,5,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
300,4525,FALSE,NA,-8,NA,0,0,0.13333333730697633,0,0,0,0
301,1515,FALSE,NA,6,NA,1,0,0.8000000019868214,0.06666666666666667,0,0.06666666666666667,0
302,7617,FALSE,NA,7,NA,1,0,0.3333333333333333,0.06666666666666667,0,0.06666666666666667,0
303,7912,FALSE,NA,-8,NA,0,0,0.4,0,0,0,0
304,5821,FALSE,NA,6,NA,1,0,0.2666666706403097,0.06666666666666667,0,0.06666666666666667,0
305,2822,FALSE,NA,7,NA,1,0,0.46666667064030964,0.06666666666666667,0,0.06666666666666667,0
306,6409,FALSE,NA,7,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
307,315,FALSE,NA,7,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
308,7810,FALSE,NA,7,NA,1,0,0.400000003973643,0.06666666666666667,0,0.06666666666666667,0
309,8104,FALSE,NA,7,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
310,2011,FALSE,NA,-8,NA,0,0,0.2,0,0,0,0
311,7716,FALSE,NA,7,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
312,9025,FALSE,NA,7,NA,1,0,0.46666667064030964,0.06666666666666667,0,0.06666666666666667,0
313,8203,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
314,5508,FALSE,NA,7,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
315,9004,FALSE,NA,1,NA,0,0,0.400000003973643,0,0,0,0
316,5725,FALSE,NA,-8,NA,0,0,0.06666666666666667,0,0,0,0
317,8712,FALSE,NA,4,NA,0,0,0.5333333333333333,0,0,0,0
318,7009,FALSE,NA,4,NA,0,0,0.13333333333333333,0,0,0,0
319,2623,FALSE,NA,-8,NA,0,0,0,0,0,0,0
320,617,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
321,2723,FALSE,NA,4,NA,0,0,0.2666666706403097,0,0,0,0
322,7624,FALSE,NA,7,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
323,5510,FALSE,NA,-8,NA,0,0,0.2,0,0,0,0
324,4207,FALSE,NA,7,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
325,7523,FALSE,NA,-8,NA,0,0,0.13333333730697633,0,0,0,0
326,2820,FALSE,NA,7,NA,1,0,0.400000003973643,0.06666666666666667,0,0.06666666666666667,0
327,823,FALSE,NA,7,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
328,8225,FALSE,NA,7,NA,1,0,0.400000003973643,0.06666666666666667,0,0.06666666666666667,0
329,623,FALSE,NA,7,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
330,5109,FALSE,NA,5,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
331,5517,FALSE,NA,7,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
332,8803,FALSE,NA,7,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
333,8821,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
334,8315,FALSE,NA,5,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
335,7723,FALSE,NA,7,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
336,2914,FALSE,NA,6,NA,1,0,0.800000003973643,0.06666666666666667,0,0.06666666666666667,0
337,7122,FALSE,NA,6,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
338,2314,FALSE,NA,7,NA,1,0,0.7333333353201548,0.06666666666666667,0,0.06666666666666667,0
339,3320,FALSE,NA,7,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
340,2810,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
341,2021,FALSE,NA,-8,NA,0,0,0.2000000019868215,0,0,0,0
342,6404,FALSE,NA,-9,NA,0,0,0,0,0,0,0
343,9016,FALSE,NA,7,NA,1,0,0.2666666686534882,0.06666666666666667,0,0.06666666666666667,0
344,8523,FALSE,NA,7,NA,1,0,0.7333333353201548,0.06666666666666667,0,0.06666666666666667,0
345,7408,FALSE,NA,7,NA,1,0,0.26666666666666666,0.06666666666666667,0,0.06666666666666667,0
346,6203,FALSE,NA,7,NA,1,0,0.7333333353201548,0.06666666666666667,0,0.06666666666666667,0
347,3622,FALSE,NA,5,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
348,7217,FALSE,NA,6,NA,1,0,0.400000003973643,0.06666666666666667,0,0.06666666666666667,0
349,107,FALSE,NA,6,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
350,3416,FALSE,NA,6,NA,1,0,0.13333333333333333,0.06666666666666667,0,0.06666666666666667,0
351,4314,FALSE,NA,6,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
352,5815,FALSE,NA,-8,NA,0,0,0.13333333730697633,0,0,0,0
353,4519,FALSE,NA,5,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
354,2203,FALSE,NA,-8,NA,0,0,0.06666666666666667,0,0,0,0
355,4211,FALSE,NA,7,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
356,2409,FALSE,NA,3,NA,0,0,0.13333333532015484,0,0,0,0
357,4616,FALSE,NA,4,NA,0,0,0.2666666686534882,0,0,0,0
358,4825,FALSE,NA,6,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
359,7107,FALSE,NA,6,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
360,3008,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
361,7920,FALSE,NA,6,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
362,3511,FALSE,NA,7,NA,1,0,0.2000000019868215,0.06666666666666667,0,0.06666666666666667,0
363,6023,FALSE,NA,6,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
364,4113,FALSE,NA,7,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
365,3525,FALSE,NA,7,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
366,5013,FALSE,NA,5,NA,1,0,0.13333333532015484,0.06666666666666667,0,0.06666666666666667,0
367,2502,FALSE,NA,7,NA,1,0,0.2666666706403097,0.06666666666666667,0,0.06666666666666667,0
368,2001,FALSE,NA,1,NA,0,0,0.2,0,0,0,0
369,5913,FALSE,NA,7,NA,1,0,0.33333333730697634,0.06666666666666667,0,0.06666666666666667,0
370,1302,FALSE,NA,6,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
371,514,FALSE,NA,7,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
372,7402,FALSE,NA,-9,NA,0,0,0.13333333730697633,0,0,0,0
373,7124,FALSE,NA,4,NA,0,0,0.4666666666666667,0,0,0,0
374,5613,FALSE,NA,5,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
375,6225,FALSE,NA,4,NA,0,0,0.400000003973643,0,0,0,0
376,8814,FALSE,NA,3,NA,0,0,0,0,0,0,0
377,5616,FALSE,NA,-8,NA,0,0,0,0,0,0,0
378,3010,FALSE,NA,7,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
379,2110,FALSE,NA,7,NA,1,0,0.33333333730697634,0.06666666666666667,0,0.06666666666666667,0
380,5113,FALSE,NA,7,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
381,516,FALSE,NA,-8,NA,0,0,0.2666666686534882,0,0,0,0
382,6710,FALSE,NA,-8,NA,0,0,0.2666666686534882,0,0,0,0
383,6303,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
384,6008,FALSE,NA,7,NA,1,0,0.4666666666666667,0.06666666666666667,0,0.06666666666666667,0
385,5107,FALSE,NA,1,NA,0,0,0.4000000019868215,0,0,0,0
386,8513,FALSE,NA,4,NA,0,0,0.2,0,0,0,0
387,7818,FALSE,NA,4,NA,0,0,0.2666666706403097,0,0,0,0
388,2117,FALSE,NA,-8,NA,0,0,0.4,0,0,0,0
389,3906,FALSE,NA,6,NA,1,0,0.2666666706403097,0.06666666666666667,0,0.06666666666666667,0
390,2907,FALSE,NA,6,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
391,3322,FALSE,NA,6,NA,1,0,0.3333333333333333,0.06666666666666667,0,0.06666666666666667,0
392,2218,FALSE,NA,6,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
393,625,FALSE,NA,7,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
394,6224,FALSE,NA,6,NA,1,0,0.6666666666666666,0.06666666666666667,0,0.06666666666666667,0
395,2709,FALSE,NA,7,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
396,1405,FALSE,NA,-8,NA,0,0,0.400000003973643,0,0,0,0
397,3207,FALSE,NA,-8,NA,0,0,0.2000000019868215,0,0,0,0
398,3122,FALSE,NA,-8,NA,0,0,0,0,0,0,0
399,705,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
400,3312,FALSE,NA,7,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
401,7616,FALSE,NA,7,NA,1,0,0.26666666666666666,0.06666666666666667,0,0.06666666666666667,0
402,2119,FALSE,NA,3,NA,0,0,0.4000000019868215,0,0,0,0
403,4707,FALSE,NA,-8,NA,0,0,0.06666666865348816,0,0,0,0
404,8605,FALSE,NA,6,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
405,6820,FALSE,NA,7,NA,1,0,0.4,0.06666666666666667,0,0.06666666666666667,0
406,9010,FALSE,NA,7,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
407,4619,FALSE,NA,6,NA,1,0,0.6,0.06666666666666667,0,0.06666666666666667,0
408,7104,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
409,5023,FALSE,NA,7,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
410,7125,FALSE,NA,6,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
411,8012,FALSE,NA,-8,NA,0,0,0.2666666686534882,0,0,0,0
412,2807,FALSE,NA,7,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
413,8017,FALSE,NA,5,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
414,4402,FALSE,NA,6,NA,1,0,0.2000000019868215,0.06666666666666667,0,0.06666666666666667,0
415,8507,FALSE,NA,-8,NA,0,0,0.13333333532015484,0,0,0,0
416,612,FALSE,NA,6,NA,1,0,0.46666667064030964,0.06666666666666667,0,0.06666666666666667,0
417,8708,FALSE,NA,7,NA,1,0,0.8000000019868214,0.06666666666666667,0,0.06666666666666667,0
418,421,FALSE,NA,6,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
419,3817,FALSE,NA,6,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
420,3116,FALSE,NA,7,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
421,1602,FALSE,NA,-8,NA,0,0,0.2000000019868215,0,0,0,0
422,1906,FALSE,NA,7,NA,1,0,0.7333333333333333,0.06666666666666667,0,0.06666666666666667,0
423,717,FALSE,NA,7,NA,1,0,0.5333333333333333,0.06666666666666667,0,0.06666666666666667,0
424,7315,FALSE,NA,4,NA,0,0,0.06666666865348816,0,0,0,0
425,7219,FALSE,NA,5,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
426,811,FALSE,NA,6,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
427,8103,FALSE,NA,7,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
428,6415,FALSE,NA,4,NA,0,0,0.4,0,0,0,0
429,7512,FALSE,NA,7,NA,1,0,0.2666666706403097,0.06666666666666667,0,0.06666666666666667,0
430,4922,FALSE,NA,7,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
431,220,FALSE,NA,-8,NA,0,0,0.2666666706403097,0,0,0,0
432,3504,FALSE,NA,-8,NA,0,0,0.06666666666666667,0,0,0,0
433,1501,FALSE,NA,7,NA,1,0,0.5333333333333333,0.06666666666666667,0,0.06666666666666667,0
434,7224,FALSE,NA,7,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
435,7906,FALSE,NA,-8,NA,0,0,0.2,0,0,0,0
436,5020,FALSE,NA,7,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
437,8810,FALSE,NA,6,NA,1,0,0.7333333333333334,0.06666666666666667,0,0.06666666666666667,0
438,8915,FALSE,NA,7,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
439,5819,FALSE,NA,6,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
440,4213,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
441,1110,FALSE,NA,4,NA,0,0,0.2666666686534882,0,0,0,0
442,8004,FALSE,NA,1,NA,0,0,0.46666667064030964,0,0,0,0
443,7711,FALSE,NA,7,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
444,8511,FALSE,NA,6,NA,1,0,0.5333333333333333,0.06666666666666667,0,0.06666666666666667,0
445,2414,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
446,6720,FALSE,NA,7,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
447,3113,FALSE,NA,7,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
448,3812,FALSE,NA,7,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
449,6217,FALSE,NA,7,NA,1,0,0.400000003973643,0.06666666666666667,0,0.06666666666666667,0
450,7706,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
451,6625,FALSE,NA,7,NA,1,0,0.7333333333333334,0.06666666666666667,0,0.06666666666666667,0
452,614,FALSE,NA,-8,NA,0,0,0.06666666865348816,0,0,0,0
453,3514,FALSE,NA,6,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
454,3509,FALSE,NA,6,NA,1,0,0.9333333373069763,0.06666666666666667,0,0.06666666666666667,0
455,808,FALSE,NA,7,NA,1,0,0.6000000039736431,0.06666666666666667,0,0.06666666666666667,0
456,7708,FALSE,NA,6,NA,1,0,0.6666666686534881,0.06666666666666667,0,0.06666666666666667,0
457,6925,FALSE,NA,7,NA,1,0,0.800000003973643,0.06666666666666667,0,0.06666666666666667,0
458,8908,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
459,6210,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
460,1623,FALSE,NA,7,NA,1,0,0.800000003973643,0.06666666666666667,0,0.06666666666666667,0
461,4620,FALSE,NA,5,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
462,3117,FALSE,NA,6,NA,1,0,0.9333333333333333,0.06666666666666667,0,0.06666666666666667,0
463,216,FALSE,NA,7,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
464,6912,FALSE,NA,6,NA,1,0,0.8666666706403097,0.06666666666666667,0,0.06666666666666667,0
465,508,FALSE,NA,7,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
466,1116,FALSE,NA,4,NA,0,0,0.06666666865348816,0,0,0,0
467,920,FALSE,NA,7,NA,1,0,0.6666666666666667,0.06666666666666667,0,0.06666666666666667,0
468,4803,FALSE,NA,5,NA,1,0,0.6000000019868215,0.06666666666666667,0,0.06666666666666667,0
469,6601,FALSE,NA,3,NA,0,0,0.2,0,0,0,0
470,6714,FALSE,NA,5,NA,1,0,0.8666666686534882,0.06666666666666667,0,0.06666666666666667,0
471,5606,FALSE,NA,7,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
472,7213,FALSE,NA,6,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
473,6122,FALSE,NA,5,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
474,5925,FALSE,NA,5,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
475,825,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
476,4819,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
477,1617,FALSE,NA,7,NA,1,0,0.6666666686534881,0.06666666666666667,0,0.06666666666666667,0
478,6013,FALSE,NA,7,NA,1,0,0.7333333333333334,0.06666666666666667,0,0.06666666666666667,0
479,6125,FALSE,NA,7,NA,1,0,0.3333333333333333,0.06666666666666667,0,0.06666666666666667,0
480,806,FALSE,NA,2,NA,0,0,0.33333333532015486,0,0,0,0
481,8201,FALSE,NA,6,NA,1,0,0.800000003973643,0.06666666666666667,0,0.06666666666666667,0
482,121,FALSE,NA,7,NA,1,0,0.6666666686534881,0.06666666666666667,0,0.06666666666666667,0
483,306,FALSE,NA,5,NA,1,0,0.5333333333333333,0.06666666666666667,0,0.06666666666666667,0
484,621,FALSE,NA,7,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
485,118,FALSE,NA,7,NA,1,0,0.8666666706403097,0.06666666666666667,0,0.06666666666666667,0
486,5511,FALSE,NA,7,NA,1,0,0.6666666666666667,0.06666666666666667,0,0.06666666666666667,0
487,3819,FALSE,NA,6,NA,1,0,0.9333333333333333,0.06666666666666667,0,0.06666666666666667,0
488,5903,FALSE,NA,7,NA,1,0,0.8666666706403097,0.06666666666666667,0,0.06666666666666667,0
489,2324,FALSE,NA,6,NA,1,0,0.7333333333333334,0.06666666666666667,0,0.06666666666666667,0
490,9011,FALSE,NA,5,NA,1,0,0.9333333373069763,0.06666666666666667,0,0.06666666666666667,0
491,607,FALSE,NA,7,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
492,2508,FALSE,NA,7,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
493,7012,FALSE,NA,7,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
494,5521,FALSE,NA,7,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
495,5117,FALSE,NA,-8,NA,0,0,0.13333333730697633,0,0,0,0
496,1510,FALSE,NA,7,NA,1,0,0.2666666706403097,0.06666666666666667,0,0.06666666666666667,0
497,8818,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
498,3808,FALSE,NA,6,NA,1,0,0.7333333333333334,0.06666666666666667,0,0.06666666666666667,0
499,1406,FALSE,NA,5,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
500,7916,FALSE,NA,7,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
501,2320,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
502,4201,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
503,6002,FALSE,NA,-8,NA,0,0,0.13333333730697633,0,0,0,0
504,4216,FALSE,NA,1,NA,0,0,0.20000000397364298,0,0,0,0
505,1615,FALSE,NA,5,NA,1,0,0.6666666666666667,0.06666666666666667,0,0.06666666666666667,0
506,4724,FALSE,NA,7,NA,1,0,0.6000000000000001,0.06666666666666667,0,0.06666666666666667,0
507,6523,FALSE,NA,5,NA,1,0,0.400000003973643,0.06666666666666667,0,0.06666666666666667,0
508,2617,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
509,7805,FALSE,NA,7,NA,1,0,0.3333333333333333,0.06666666666666667,0,0.06666666666666667,0
510,120,FALSE,NA,6,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
511,8909,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
512,5715,FALSE,NA,7,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
513,8512,FALSE,NA,7,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
514,7303,FALSE,NA,5,NA,1,0,0.2000000019868215,0.06666666666666667,0,0.06666666666666667,0
515,1307,FALSE,NA,5,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
516,802,FALSE,NA,1,NA,0,0,0.6000000039736431,0,0,0,0
517,7717,FALSE,NA,6,NA,1,0,1,0.06666666666666667,0,0.06666666666666667,0
518,3217,FALSE,NA,7,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
519,925,FALSE,NA,7,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
520,522,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
521,8119,FALSE,NA,7,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
522,8902,FALSE,NA,5,NA,1,0,0.8000000019868214,0.06666666666666667,0,0.06666666666666667,0
523,2214,FALSE,NA,-8,NA,0,0,0.4,0,0,0,0
524,4323,FALSE,NA,7,NA,1,0,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0
525,3803,FALSE,NA,6,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
526,1612,FALSE,NA,4,NA,0,0,0.13333333730697633,0,0,0,0
527,4722,FALSE,NA,6,NA,1,0,0.9333333333333333,0.06666666666666667,0,0.06666666666666667,0
528,5611,FALSE,NA,7,NA,1,0,0.46666667064030964,0.06666666666666667,0,0.06666666666666667,0
529,6516,FALSE,NA,6,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
530,7023,FALSE,NA,6,NA,1,0,0.3333333333333333,0.06666666666666667,0,0.06666666666666667,0
531,5222,FALSE,NA,7,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
532,7424,FALSE,NA,6,NA,1,0,0.2666666686534882,0.06666666666666667,0,0.06666666666666667,0
533,310,FALSE,NA,7,NA,1,0,0.9333333373069763,0.06666666666666667,0,0.06666666666666667,0
534,1609,FALSE,NA,6,NA,1,0,0.2,0.06666666666666667,0,0.06666666666666667,0
535,8610,FALSE,NA,7,NA,1,0,0.9333333373069763,0.06666666666666667,0,0.06666666666666667,0
536,3212,FALSE,NA,6,NA,1,0,0.8,0.06666666666666667,0,0.06666666666666667,0
537,4020,FALSE,NA,5,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
538,6410,FALSE,NA,6,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
539,1025,FALSE,NA,6,NA,1,0,0.2,0.06666666666666667,0,0.06666666666666667,0
540,3112,FALSE,NA,5,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
541,5024,FALSE,NA,4,NA,0,0,0.5333333333333333,0,0,0,0
542,4508,FALSE,NA,7,NA,1,0,0.33333333532015486,0.06666666666666667,0,0.06666666666666667,0
543,210,FALSE,NA,6,NA,1,0,0.7333333333333334,0.06666666666666667,0,0.06666666666666667,0
544,4325,FALSE,NA,-8,NA,0,0,0.2000000019868215,0,0,0,0
545,1507,FALSE,NA,7,NA,1,0,0.5333333353201548,0.06666666666666667,0,0.06666666666666667,0
546,3218,FALSE,NA,-8,NA,0,0,0.5333333373069764,0,0,0,0
547,6719,FALSE,NA,7,NA,1,0,0.46666667064030964,0.06666666666666667,0,0.06666666666666667,0
548,7019,FALSE,NA,5,NA,1,0,0.5333333333333333,0.06666666666666667,0,0.06666666666666667,0
549,5312,FALSE,NA,5,NA,1,0,0.2,0.06666666666666667,0,0.06666666666666667,0
550,8016,FALSE,NA,7,NA,1,0,0.6666666666666666,0.06666666666666667,0,0.06666666666666667,0
551,5703,FALSE,NA,7,NA,1,0,0.6666666686534881,0.06666666666666667,0,0.06666666666666667,0
552,3820,FALSE,NA,7,NA,1,0,0.6666666666666667,0.06666666666666667,0,0.06666666666666667,0
553,6006,FALSE,NA,-8,NA,0,0,0,0,0,0,0
554,6916,FALSE,NA,6,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
555,1904,FALSE,NA,4,NA,0,0,0.2000000019868215,0,0,0,0
556,3313,FALSE,NA,2,NA,0,0,0.13333333532015484,0,0,0,0
557,5015,FALSE,NA,7,NA,1,0,0.5333333333333333,0.06666666666666667,0,0.06666666666666667,0
558,8618,FALSE,NA,6,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
559,5106,FALSE,NA,5,NA,1,0,0.6666666686534881,0.06666666666666667,0,0.06666666666666667,0
560,2701,FALSE,NA,4,NA,0,0,0.6000000019868215,0,0,0,0
561,1409,FALSE,NA,7,NA,1,0,0.6666666706403097,0.06666666666666667,0,0.06666666666666667,0
562,907,FALSE,NA,-8,NA,0,0,0.13333333333333333,0,0,0,0
563,2703,FALSE,NA,7,NA,1,0,0.6666666686534881,0.06666666666666667,0,0.06666666666666667,0
564,5515,FALSE,NA,4,NA,0,0,0.8,0,0,0,0
565,7112,FALSE,NA,7,NA,1,0,0.6,0.06666666666666667,0,0.06666666666666667,0
566,2106,FALSE,NA,6,NA,1,0,0.7333333373069764,0.06666666666666667,0,0.06666666666666667,0
567,2404,FALSE,NA,6,NA,1,0,0.4000000019868215,0.06666666666666667,0,0.06666666666666667,0
568,8420,FALSE,NA,7,NA,1,0,0.3333333333333333,0.06666666666666667,0,0.06666666666666667,0
569,3704,FALSE,NA,1,NA,0,0,0.6000000039736431,0,0,0,0
570,8524,FALSE,NA,7,NA,1,0,0.46666666865348816,0.06666666666666667,0,0.06666666666666667,0
571,1320,FALSE,NA,7,NA,1,0,0.5333333373069764,0.06666666666666667,0,0.06666666666666667,0
