ID,Group,weight_group,Weight,Time,Country,gender,urban_global,education_ISCE,age,a_1,a_2,a_3,a_4,a_5,proposal_01,proposal_02,proposal_03,proposal_04,proposal_05,proposal_06,proposal_07,proposal_08,proposal_09,proposal_10,proposal_11,proposal_12,proposal_13,proposal_14,proposal_15,proposal_16,proposal_17,proposal_18,proposal_19,proposal_20,proposal_21,proposal_22,proposal_23,proposal_24,proposal_25,proposal_26,proposal_27,proposal_28,proposal_29,proposal_30,proposal_31,proposal_32,proposal_33,proposal_34,proposal_35,proposal_36,proposal_37,proposal_38,proposal_39,proposal_40,proposal_41,proposal_42,proposal_43,proposal_44,proposal_45,statement_01,statement_02,statement_03,statement_04,statement_05,statement_06,statement_07,statement_08,statement_09,statement_10,statement_11,statement_12,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,civic_1,civic_2,civic_3,civic_4,civic_5,civic_6,civic_7,disagree_1,disagree_2,disagree_3,disagree_4,disagree_5,disagree_6,disagree_7,disagree_8,disagree_9,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,knowledge_1,knowledge_2,knowledge_3,knowledge_4,knowledge_5,knowledge_6,b_01,b_02,b_03,b_04,b_05,b_06,b_07,b_08_1,b_08_2,b_08_3,b_08_4,b_08_5,b_09,b_10_01,b_10_02,b_10_03,b_10_04,b_10_05,b_10_06,b_10_07,b_10_08,b_10_09,b_10_10,b_10_11,b_10_12,b_10_13,b_10_14,b_10_15,b_10_16,eval_01,eval_02,eval_03,eval_04,eval_05,eval_06,eval_07,eval_08,eval_09,eval_10,eval_11,eval_12,eval_13,eval_14,eval_15,eval_16,eval_17,eval_18
BR_1745955716,0,Brazil_Control,0.382306234695902,1,1,1,0,6,42,4,5,0,,,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,9,10,10,10,10,10,0,5,9,10,0,10,5,10,10,10,10,0,10,10,10,7,10,0,4,4,7,5,6,6,7,0,9,7,0,5,5,5,6,4,,5,5,4,4,1,2,5,1,1,,,,,,,,79,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,
BR_1746076822,1,Brazil_Treatment,0.426536631054261,0,1,0,1,6,62,5,10,0,,,10,5,5,0,8,4,7,8,9,5,5,5,5,8,10,10,10,10,10,10,10,10,10,,10,,,,10,10,8,10,10,10,10,10,10,10,10,,8,10,9,10,9,,7,,7,10,9,8,9,10,5,,5,10,7,10,10,10,10,10,10,0,8,7,7,8,5,8,,5,,7,6,,8,,9,4,4,8,8,8,7,,,1,5,,,1,2,2,1,1,,,,,,,,20,1,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
BR_1746076822,1,Brazil_Treatment,0.426536631054261,1,1,0,1,6,62,5,5,1,5,5,10,10,6,0,10,0,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,,10,10,10,10,10,10,0,10,10,10,10,10,10,10,7,,0,8,10,10,8,9,10,10,,,10,10,10,7,10,10,10,10,0,7,7,4,10,10,10,5,10,7,5,10,,10,,8,5,5,8,8,6,7,,,,,,,1,,1,1,1,1,1,0,0,0,1,0,100,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,5,8,,10,10,10,10,10,10,10,10,0,,10,10,0,0,10
BR_1746370680,0,Brazil_Control,0.644448093746629,0,1,0,0,7,41,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,,,,,,1,1,2,3,1,1,2,1,1,1,1,1,0,50,1,1,1,1,1,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1746370680,0,Brazil_Control,0.644448093746629,1,1,0,0,7,41,10,10,1,10,10,10,0,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,,1,5,,1,1,1,3,1,1,6,1,1,1,1,0,0,100,1,1,1,1,1,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1743317908,0,Brazil_Control,0.754904252195994,0,1,0,0,3,43,10,10,1,9,9,10,7,4,5,6,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,0,10,10,10,10,10,5,5,5,9,10,10,9,10,10,9,8,9,10,7,10,5,10,10,10,10,5,0,10,10,8,5,7,0,5,5,5,,5,10,0,10,4,4,4,9,4,9,4,1,5,5,4,5,1,1,2,1,1,3,1,1,1,0,0,0,50,1,0,0,1,1,1,0,0,,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,
BR_1743317908,0,Brazil_Control,0.754904252195994,1,1,0,0,3,43,10,8,1,10,8,10,9,5,9,10,9,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,5,10,10,10,10,10,10,5,8,8,10,10,10,10,10,8,7,0,8,7,10,5,9,7,5,5,8,10,5,10,5,10,10,10,10,,9,1,5,5,10,7,,,,,,,5,0,10,0,5,4,9,4,7,4,,5,5,4,4,1,1,2,2,2,3,1,0,0,1,1,0,95,1,1,1,1,1,0,0,0,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,
BR_1746076810,1,Brazil_Treatment,0.59911090479749,0,1,1,0,3,59,10,9,0,,,10,9,9,6,9,8,9,8,10,9,8,10,9,10,10,10,10,9,9,9,9,8,9,9,9,9,8,7,8,10,7,10,9,10,10,9,8,,9,7,8,9,9,7,9,8,8,,8,9,8,10,9,9,,8,8,10,9,10,10,10,10,10,10,4,0,1,8,6,9,7,9,9,9,9,9,8,8,,8,0,0,6,5,4,6,2,,5,5,4,4,1,3,2,1,1,,,,,,,,10,1,0,1,0,1,0,0,0,,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,
BR_1746076810,1,Brazil_Treatment,0.59911090479749,1,1,1,0,3,59,5,4,0,,,9,10,5,,9,8,9,9,9,8,9,9,10,9,10,10,9,3,5,10,8,6,10,8,8,9,7,4,8,10,5,8,7,10,7,8,8,6,8,9,8,8,8,8,8,8,,4,3,10,9,7,8,7,9,,3,9,9,10,10,10,10,10,10,7,2,3,4,4,9,6,7,,8,,8,7,9,3,8,0,0,4,4,7,6,4,,5,5,4,4,1,3,2,1,1,,,,,,,,18,1,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,10,10,9,10,8,9,8,6,9,10,7,1,8,10,5,6,1,6
BR_1746359410,1,Brazil_Treatment,0.40886796705886,0,1,1,1,6,37,10,10,1,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,3,8,10,10,10,10,10,8,7,9,10,8,10,4,9,10,10,10,3,8,10,9,7,8,9,9,9,10,9,10,9,9,8,9,1,3,5,5,5,6,4,,5,5,4,5,1,2,,1,1,2,1,0,0,0,1,0,51,1,1,1,0,1,1,0,1,,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,
BR_1746359410,1,Brazil_Treatment,0.40886796705886,1,1,1,1,6,37,10,6,1,6,6,10,8,7,3,4,5,6,10,10,10,10,10,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,,10,10,10,10,10,10,10,10,10,5,8,5,10,10,10,10,10,10,5,,5,10,6,10,0,9,10,10,8,,7,9,6,8,6,3,,,,6,,,,,,0,2,8,8,7,,4,,4,5,4,4,1,2,,1,1,2,1,0,0,0,1,0,,1,1,1,0,1,1,0,1,,1,0,0,1,1,0,0,10,10,10,10,9,9,9,9,9,10,10,0,3,10,10,10,0,10
BR_1746011986,0,Brazil_Control,1.20594359666076,0,1,1,0,3,20,10,10,1,10,10,10,10,10,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,5,10,,10,10,5,10,0,10,10,10,10,,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,5,4,,5,5,4,4,1,3,2,1,1,1,1,0,0,0,1,0,100,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,
BR_1746011986,0,Brazil_Control,1.20594359666076,1,1,1,0,3,20,10,10,1,10,10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,0,10,10,10,10,10,5,10,10,10,10,10,10,10,10,,,10,10,10,10,0,10,10,10,10,,10,,0,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,5,4,,5,5,4,4,1,3,2,1,1,1,1,0,0,0,1,0,100,1,0,0,0,1,1,1,1,,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,
BR_1746012058,0,Brazil_Control,1.80484513041579,0,1,1,0,0,39,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,10,,10,,,,,,,,,,,,,,,,,,,,,10,10,,10,,,,,,,,,,,10,10,,10,10,,,,,,,,,,,,,10,,10,,10,0,0,0,0,0,0,4,,1,,,,1,,,,1,6,7,0,0,1,0,0,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1746012058,0,Brazil_Control,1.80484513041579,1,1,1,0,0,39,10,10,0,,,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,10,10,10,10,10,10,9,10,10,5,5,5,5,5,5,4,,,,,,1,2,,,4,,,,,,,,,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1746487788,0,Brazil_Control,0.773614758412127,0,1,1,0,3,30,10,10,0,,,10,10,5,1,4,4,1,9,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,4,10,10,5,10,10,10,10,10,10,10,10,3,10,10,10,10,10,10,9,3,2,10,10,10,10,3,,3,2,10,10,10,3,10,10,10,10,5,3,8,5,8,8,3,8,8,5,8,8,5,5,5,7,8,3,8,8,8,8,4,,5,2,4,4,1,2,2,1,1,,,,,,,,,1,1,1,0,1,1,0,0,,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,
BR_1746487788,0,Brazil_Control,0.773614758412127,1,1,1,0,3,30,10,7,1,6,7,6,4,4,3,3,3,3,7,6,8,7,7,7,10,10,10,10,10,10,10,10,10,10,,10,10,5,,10,10,5,10,10,9,10,10,10,10,10,1,10,10,10,10,10,10,5,1,1,10,10,10,10,9,10,4,1,10,10,10,5,10,10,10,10,2,3,3,2,2,7,7,6,6,6,6,7,5,8,4,7,3,2,7,7,5,5,4,,5,5,4,4,1,1,,1,1,1,8,,,,,,38,1,1,1,0,1,1,1,0,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,
BR_1746037630,1,Brazil_Treatment,0.54336685070671,0,1,0,0,6,65,10,10,1,10,10,10,10,9,5,10,10,10,10,6,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,8,10,9,10,10,10,10,10,10,10,1,3,10,10,10,9,10,10,5,1,10,9,10,5,10,10,10,10,3,9,8,10,10,10,10,6,9,7,10,10,2,9,9,8,6,4,7,8,3,9,2,1,1,4,4,4,1,1,3,2,1,5,1,0,1,1,1,0,39,1,1,0,0,0,0,0,1,,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,
BR_1746037630,1,Brazil_Treatment,0.54336685070671,1,1,0,0,6,65,10,9,0,,,10,10,9,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,5,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,0,10,0,10,5,10,10,10,10,10,10,0,10,0,10,10,10,10,5,10,10,10,10,5,10,10,10,8,5,8,9,9,10,4,4,1,5,4,4,1,2,2,1,1,,,,,,,,50,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,10,10,10,5,10,10,10,10,10,10,10,0,10,10,10,10,0,10
BR_1746711712,1,Brazil_Treatment,1.22721435617543,0,1,0,0,3,50,10,10,0,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,5,5,10,10,10,5,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,10,10,10,0,0,10,5,10,10,,,,5,4,,1,1,2,1,1,,,,,,,,,1,0,0,0,1,0,0,0,,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,
BR_1746711712,1,Brazil_Treatment,1.22721435617543,1,1,0,0,3,50,10,10,0,,,10,10,10,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,0,5,10,10,10,10,10,10,10,0,10,5,10,5,5,10,10,10,10,5,10,10,10,,10,10,5,5,6,10,5,10,5,10,5,0,5,5,5,0,4,,5,5,4,4,1,2,2,1,1,,,,,,,,,1,0,0,0,1,0,0,0,,0,0,0,1,0,1,0,10,10,10,10,10,10,10,10,5,10,10,0,0,10,10,10,0,10
BR_1746838996,1,Brazil_Treatment,0.677738422927222,0,1,1,0,3,58,9,8,0,,,10,10,,9,5,8,8,8,9,,9,10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,,9,10,10,10,9,10,,9,,,10,9,8,9,,9,,9,9,9,9,9,9,,,,10,5,10,5,7,10,10,10,0,8,8,9,8,5,9,8,9,5,5,7,,5,,5,5,5,8,5,7,,4,,4,,,4,1,4,1,,1,,,,,,,,5,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1746838996,1,Brazil_Treatment,0.677738422927222,1,1,1,0,3,58,10,9,0,,,10,10,5,9,,8,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,,10,10,10,10,10,10,10,,10,5,10,10,10,10,10,0,10,5,5,10,5,10,10,8,10,10,10,0,5,,,5,5,8,,9,8,5,5,,5,2,8,5,5,8,7,8,4,4,,5,5,4,4,1,,1,1,1,,,,,,,,0,1,0,1,0,1,0,0,0,,0,0,0,1,1,1,0,8,10,10,10,10,10,10,10,10,10,10,0,10,10,5,8,0,10
BR_1746156820,0,Brazil_Control,1.9340661431188,0,1,0,0,1,21,9,10,1,8,9,10,10,1,10,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,5,10,10,4,10,10,10,10,10,10,10,10,10,10,8,10,10,0,6,7,10,10,10,10,10,10,10,10,10,10,7,8,10,10,10,10,10,9,2,0,10,10,10,10,10,9,10,10,10,8,10,7,7,6,8,8,8,4,,1,5,4,4,1,2,2,1,1,2,1,0,1,0,0,0,20,1,1,0,1,0,0,0,1,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
BR_1746156820,0,Brazil_Control,1.9340661431188,1,1,0,0,1,21,10,10,1,8,8,10,10,1,2,5,1,9,8,10,9,10,10,10,10,10,10,10,10,10,9,8,8,10,9,7,7,10,9,10,10,10,9,9,10,10,10,10,8,9,10,10,10,9,8,7,10,10,0,5,0,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,0,7,9,10,10,10,10,9,9,6,8,9,8,8,2,9,3,2,4,7,8,6,2,,2,5,4,4,1,2,2,1,1,2,1,0,0,1,0,0,61,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,
BR_1746862668,0,Brazil_Control,1.18001212701128,0,1,1,1,1,71,7,5,1,7,8,10,5,3,6,6,4,6,8,7,7,6,7,7,7,9,9,8,9,8,8,5,5,7,,8,9,5,2,9,10,,9,9,10,9,8,8,5,9,5,6,6,6,8,8,7,7,2,7,9,10,10,8,8,2,4,4,8,5,9,8,8,10,10,8,5,7,4,3,4,7,6,5,4,6,4,,4,8,,7,6,4,6,4,6,6,4,,1,2,4,4,1,3,4,1,1,5,1,0,0,0,1,0,10,1,0,1,1,1,0,0,1,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,
BR_1746862668,0,Brazil_Control,1.18001212701128,1,1,1,1,1,71,2,3,1,2,1,10,6,9,5,7,4,9,8,5,9,9,9,2,8,10,10,9,,9,10,9,5,8,,9,,,2,8,8,,8,9,9,9,7,8,6,9,8,8,8,6,7,3,8,7,2,7,8,8,10,8,10,2,6,3,10,5,10,9,9,10,10,10,3,0,2,6,3,5,5,5,6,2,5,7,5,7,5,8,5,6,7,6,7,5,4,5,2,5,4,4,1,3,2,8,8,2,1,0,0,0,1,0,10,1,0,1,1,1,0,0,1,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,
BR_1745120624,0,Brazil_Control,0.46852154559796,0,1,1,0,3,60,5,8,0,,,10,10,,,,,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,,,10,,,,10,10,,,10,10,10,,,,,,,10,,,10,,,,10,10,,10,10,,,,,10,,10,10,,10,10,10,,10,10,10,10,,0,,,,7,,,10,,,,,,,,,2,,,,,,1,1,2,1,1,,,,,,,,,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,
BR_1745120624,0,Brazil_Control,0.46852154559796,1,1,1,0,3,60,5,5,0,,,10,10,,0,,0,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,,,10,10,,10,10,10,10,,10,,,,10,10,10,,10,,,,,10,10,,,,0,,,10,,10,,,10,10,10,,10,10,10,0,0,0,,,,,10,,10,,,,,,,,,4,,5,1,,4,1,2,2,1,1,,,,,,,,,1,0,0,0,1,0,0,0,,1,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,
BR_1747078000,0,Brazil_Control,1.49468941202991,0,1,0,0,3,32,10,10,1,9,10,9,9,10,9,5,4,8,8,9,4,2,2,3,10,10,10,10,7,10,10,8,,10,9,10,8,8,,9,10,9,5,6,7,4,8,9,7,9,9,6,5,5,6,5,1,8,8,8,9,4,7,5,6,2,2,3,9,9,10,1,8,9,10,10,2,6,1,2,2,9,8,8,10,9,9,9,9,9,1,8,2,8,9,9,9,6,4,,1,5,4,,1,2,2,1,1,1,2,1,1,1,1,0,40,1,0,1,0,1,0,0,0,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,
BR_1747078000,0,Brazil_Control,1.49468941202991,1,1,0,0,3,32,9,9,1,5,6,10,10,9,10,6,10,9,8,10,9,8,10,10,7,10,10,10,10,10,10,9,6,10,3,9,7,10,5,10,8,10,10,7,9,8,7,9,9,4,8,7,10,7,9,8,4,3,8,5,9,7,6,8,7,8,2,2,9,8,10,3,9,9,10,10,9,3,1,9,2,8,10,9,9,8,8,10,9,10,1,10,1,6,8,7,7,7,2,,5,5,4,1,1,4,1,1,1,1,1,0,0,1,1,0,65,1,0,1,1,1,0,0,0,,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,
BR_1747133420,0,Brazil_Control,0.959590857892739,0,1,1,1,3,21,5,10,1,10,10,10,10,6,7,5,0,10,10,10,7,6,10,7,5,10,10,10,5,7,10,7,0,0,0,0,4,0,5,10,3,5,2,5,5,6,5,0,0,4,0,0,2,5,5,5,0,0,0,0,5,0,2,4,5,5,5,2,3,6,10,9,10,2,10,10,10,8,10,10,7,10,6,5,0,0,0,4,7,5,0,0,0,0,5,5,5,6,3,,1,2,4,4,1,2,2,4,5,1,1,0,0,0,1,0,50,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
BR_1747133420,0,Brazil_Control,0.959590857892739,1,1,1,1,3,21,10,10,0,,,8,5,6,7,6,10,4,8,10,6,9,7,7,10,10,10,8,5,10,10,9,10,10,10,9,7,3,6,7,7,6,9,9,7,7,7,10,9,5,10,7,5,8,6,6,6,5,7,6,7,3,7,4,9,7,7,2,1,2,8,2,3,8,7,7,9,8,9,10,9,9,10,7,8,8,7,8,7,8,9,9,9,9,10,9,10,8,3,4,3,3,4,3,0,,,,,,,,,,,,60,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1746965832,1,Brazil_Treatment,3.22270817047793,0,1,1,1,1,59,10,10,0,,,10,10,5,0,0,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,0,5,10,10,10,10,10,10,10,10,5,0,10,0,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,5,5,5,5,5,5,4,,5,5,4,4,1,4,,1,1,,,,,,,,100,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1746965832,1,Brazil_Treatment,3.22270817047793,1,1,1,1,1,59,10,10,1,6,6,10,10,5,5,0,0,0,5,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,0,0,10,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,4,,5,5,,,1,4,,1,1,1,8,,,,,,100,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10
BR_1725238326,0,Brazil_Control,0.897071334633153,0,1,1,0,3,39,5,7,0,,,10,10,7,5,5,7,6,9,7,10,10,10,8,9,10,10,10,10,10,10,9,10,10,9,10,9,0,5,10,10,0,10,10,8,10,10,10,8,6,8,9,8,9,10,9,9,9,0,10,10,10,10,9,8,2,10,0,0,0,10,9,10,10,10,9,2,6,10,7,7,10,7,5,6,6,3,4,9,8,8,8,0,4,7,7,6,8,4,1,1,1,4,3,1,3,2,3,1,,,,,,,,55,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1725238326,0,Brazil_Control,0.897071334633153,1,1,1,0,3,39,7,5,0,,,8,8,3,2,3,3,4,8,9,9,10,10,9,10,10,10,9,10,10,10,8,7,9,7,10,7,8,8,10,10,9,9,8,10,8,9,9,7,10,7,8,9,8,7,8,6,6,3,7,9,10,9,10,8,1,5,6,7,3,8,6,10,9,10,10,1,7,4,6,7,7,4,4,5,5,7,7,6,8,4,6,4,3,6,7,6,5,4,2,2,3,4,4,1,2,2,3,3,,,,,,,,31,1,1,1,0,1,0,0,0,,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,
BR_1747222014,1,Brazil_Treatment,1.38317916934957,0,1,0,0,3,29,10,10,1,9,9,9,9,8,7,8,8,9,8,9,9,9,8,8,9,10,10,9,9,9,9,9,10,9,9,9,9,9,9,7,9,10,10,9,10,9,9,9,9,8,8,8,,9,8,8,8,7,5,8,10,10,8,9,8,8,9,9,10,10,10,8,7,9,10,8,6,9,7,8,3,5,7,9,9,9,5,6,6,6,6,7,4,3,5,4,4,6,4,,5,5,4,5,1,4,2,1,1,2,2,0,0,1,1,0,100,1,0,1,1,0,0,0,1,,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,
BR_1747222014,1,Brazil_Treatment,1.38317916934957,1,1,0,0,3,29,8,9,1,8,8,10,10,10,9,10,9,9,9,10,10,8,10,9,9,10,10,10,9,9,9,9,10,10,8,9,10,10,10,10,10,5,9,9,9,9,10,10,5,10,10,10,10,10,9,10,10,10,5,9,5,10,9,10,8,5,9,9,10,9,10,8,8,10,10,10,5,0,0,0,0,8,10,8,7,8,8,9,5,8,7,10,1,3,6,7,5,7,4,,5,5,4,4,1,2,2,1,1,2,4,0,0,1,1,0,71,1,1,1,1,1,1,0,1,,1,1,0,1,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10
BR_1745013996,0,Brazil_Control,0.752245817225918,0,1,0,1,3,55,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,2,1,4,4,4,1,2,2,1,1,2,1,0,0,0,1,0,100,1,0,0,0,1,0,0,0,,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,
BR_1745013996,0,Brazil_Control,0.752245817225918,1,1,0,1,3,55,10,10,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,1,,1,3,4,4,1,4,2,1,1,,,,,,,,89,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1747424290,1,Brazil_Treatment,0.330890820968869,0,1,0,0,6,57,9,9,0,,,10,9,8,2,8,3,4,5,9,9,8,9,10,9,10,10,10,10,10,10,10,9,10,8,10,5,5,5,8,9,4,10,10,5,10,10,10,7,6,9,8,7,8,6,6,6,3,3,8,6,9,6,8,6,5,5,3,10,7,10,8,9,10,10,10,7,3,3,2,3,9,8,6,8,7,6,10,10,6,6,8,8,6,9,9,9,8,3,1,5,5,4,1,1,1,2,1,1,,,,,,,,78,1,0,1,0,0,0,0,0,,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,
BR_1747424290,1,Brazil_Treatment,0.330890820968869,1,1,0,0,6,57,5,6,0,,,7,8,6,6,9,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,10,7,10,10,10,7,10,10,2,10,10,5,10,10,6,1,3,3,8,6,9,9,10,5,1,2,6,6,8,7,9,10,5,3,7,10,7,10,7,8,8,10,10,5,1,1,2,0,9,8,5,5,5,5,5,6,9,3,10,8,7,9,9,6,8,4,1,1,5,4,,1,1,2,1,1,,,,,,,,67,1,0,1,0,0,0,0,0,,0,0,0,1,0,1,0,7,10,7,8,7,7,5,7,9,10,8,1,7,7,7,8,1,7
