artifact_id,poll_id,artifact_type,title,location,source_id,original_archive_path,sha256,rights_status,disclosure_status,publication_status,notes
material-e4d515256fed3e3e-nic2-2003,nic2-2003,briefing-material,btp2003-nic3,data/shared/briefing-materials/btp2003-nic3.pdf,material-e4d515256fed3e3e,meta_data/briefing_materials/btp2003-nic3.pdf,e4d515256fed3e3ecd855c6994cf1d344c138b068c7a31837d3d2ea80d51e700,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-e4d515256fed3e3e-btp-national-2003,btp-national-2003,briefing-material,btp2003-nic3,data/shared/briefing-materials/btp2003-nic3.pdf,material-e4d515256fed3e3e,meta_data/briefing_materials/btp2003-nic3.pdf,e4d515256fed3e3ecd855c6994cf1d344c138b068c7a31837d3d2ea80d51e700,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-5fd4fcfe9767c285-shared,,briefing-material,btp2003-nic4,data/shared/briefing-materials/btp2003-nic4.pdf,material-5fd4fcfe9767c285,meta_data/briefing_materials/btp2003-nic4.pdf,5fd4fcfe9767c2851f7398c5266bd45132e7cc4077d8f347dbb6acf51c901976,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-5fd4fcfe9767c285-nic2-2003,nic2-2003,briefing-material,btp2003-nic4,data/shared/briefing-materials/btp2003-nic4.pdf,material-5fd4fcfe9767c285,meta_data/briefing_materials/btp2003-nic4.pdf,5fd4fcfe9767c2851f7398c5266bd45132e7cc4077d8f347dbb6acf51c901976,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-5fd4fcfe9767c285-btp-national-2003,btp-national-2003,briefing-material,btp2003-nic4,data/shared/briefing-materials/btp2003-nic4.pdf,material-5fd4fcfe9767c285,meta_data/briefing_materials/btp2003-nic4.pdf,5fd4fcfe9767c2851f7398c5266bd45132e7cc4077d8f347dbb6acf51c901976,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-55c92b39754401da-btp-general-election-2004,btp-general-election-2004,briefing-material,btp2004-fall-security,data/btp-general-election-2004/briefing-materials/btp2004-fall-security.pdf,material-55c92b39754401da,meta_data/briefing_materials/btp2004-fall-security.pdf,55c92b39754401da4d942ce11ba983bb475dce024ec7f5c1d069087fc610c2f9,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-2a266dc63143c2c2-shared,,briefing-material,btp2004-spr-econ,data/shared/briefing-materials/btp2004-spr-econ.pdf,material-2a266dc63143c2c2,meta_data/briefing_materials/btp2004-spr-econ.pdf,2a266dc63143c2c26b277263c360896a4efc2950d741c3f2a83e89a7953562a0,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Background material from other events; no registered poll assignment established. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-3d37aaff50497c1d-shared,,briefing-material,btp2004-spr-security,data/shared/briefing-materials/btp2004-spr-security.pdf,material-3d37aaff50497c1d,meta_data/briefing_materials/btp2004-spr-security.pdf,3d37aaff50497c1dbcfee1ad1b0af447acea6b67257f884a5f5be56bb8a39412,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Background material from other events; no registered poll assignment established. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-4163f7e9106b2ce3-btp-health-education-2005,btp-health-education-2005,briefing-material,btp2005-education,data/btp-health-education-2005/briefing-materials/btp2005-education.pdf,material-4163f7e9106b2ce3,meta_data/briefing_materials/btp2005-education.pdf,4163f7e9106b2ce3176e75d178a41e2adef5f0027307bcd68932e9d15f692940,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-0faa7eba55720f6b-btp-health-education-2005,btp-health-education-2005,briefing-material,btp2005-health,data/btp-health-education-2005/briefing-materials/btp2005-health.pdf,material-0faa7eba55720f6b,meta_data/briefing_materials/btp2005-health.pdf,0faa7eba55720f6b182ef5cc25b697e805b2ace5342c8c42595238551fdb6878,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-34bd58ec4072e76d-shared,,briefing-material,charlottesville,data/shared/briefing-materials/charlottesville.pdf,material-34bd58ec4072e76d,meta_data/briefing_materials/charlottesville.pdf,34bd58ec4072e76d77bb4f3e620e1fcbe33aa23592be259ea7ba6ec0fd9c831c,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Background material from other events; no registered poll assignment established. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-9553b278234d2f08-shared,,briefing-material,detroit,data/shared/briefing-materials/detroit.pdf,material-9553b278234d2f08,meta_data/briefing_materials/detroit.pdf,9553b278234d2f08dfe447748a887422e6d3170d6e16b3a04440573ccb82298b,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Background material from other events; no registered poll assignment established. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-0d384d9e763891f5-shared,,briefing-material,energy-elpaso-sp,data/shared/briefing-materials/energy-elpaso-sp.pdf,material-0d384d9e763891f5,meta_data/briefing_materials/energy-elpaso-sp.pdf,0d384d9e763891f5cc565bd356d59e2a492c2feaa5a7cfe53baa5db5223c8fe1,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Background material from other events; no registered poll assignment established. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-93dc3e4377a5fd06-shared,,briefing-material,energy-elpaso,data/shared/briefing-materials/energy-elpaso.pdf,material-93dc3e4377a5fd06,meta_data/briefing_materials/energy-elpaso.pdf,93dc3e4377a5fd06680a1dcbf6e481a148324172441ab37a6fe03c0129c5b46c,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Background material from other events; no registered poll assignment established. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-d82461045afd8e7f-shared,,briefing-material,energy-entergy,data/shared/briefing-materials/energy-entergy.pdf,material-d82461045afd8e7f,meta_data/briefing_materials/energy-entergy.pdf,d82461045afd8e7f1de5e63943e68cc3e56a8970249e3e154f12d95fdd10614f,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Background material from other events; no registered poll assignment established. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-9060692fc621ea43-shared,,briefing-material,energy-sps,data/shared/briefing-materials/energy-sps.pdf,material-9060692fc621ea43,meta_data/briefing_materials/energy-sps.pdf,9060692fc621ea43f8582f0d5efff4de58cc31f430babb9cc5e7a45d2e2eeb96,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Background material from other events; no registered poll assignment established. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-b799c201e709521e-swepco-1996,swepco-1996,briefing-material,energy-swepco,data/swepco-1996/briefing-materials/energy-swepco.pdf,material-b799c201e709521e,meta_data/briefing_materials/energy-swepco.pdf,b799c201e709521e32cc9a1de0e4bdfecaa7e89fd57e2600d10d12d64d98dcc8,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-bacb7c20f9ccfb91-shared,,briefing-material,energy-tuc,data/shared/briefing-materials/energy-tuc.pdf,material-bacb7c20f9ccfb91,meta_data/briefing_materials/energy-tuc.pdf,bacb7c20f9ccfb91e803fcc99a4e599af4904577cd853a48ed4d3ecd5ab15481,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Background material from other events; no registered poll assignment established. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-d647471b30f926dc-wtu-1996,wtu-1996,briefing-material,energy-wtu,data/wtu-1996/briefing-materials/energy-wtu.pdf,material-d647471b30f926dc,meta_data/briefing_materials/energy-wtu.pdf,d647471b30f926dcc03c54a7df11cf8ec7ba54b3ea9d72833fb0c394a1613704,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-9483e666b465b135-shared,,briefing-material,kansascity,data/shared/briefing-materials/kansascity.pdf,material-9483e666b465b135,meta_data/briefing_materials/kansascity.pdf,9483e666b465b135ffcb3d1a767bebef7bb50ed75dc592d4fa1a74efc8a0eda9,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Background material from other events; no registered poll assignment established. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-14da714460db9e83-shared,,briefing-material,miami,data/shared/briefing-materials/miami.pdf,material-14da714460db9e83,meta_data/briefing_materials/miami.pdf,14da714460db9e83baa2ad7fe22a3ae4bd1de4f4d9f97eb6d7d1c497ca184dcf,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Background material from other events; no registered poll assignment established. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-7ce62d2da75168c5-shared,,briefing-material,muncie,data/shared/briefing-materials/muncie.pdf,material-7ce62d2da75168c5,meta_data/briefing_materials/muncie.pdf,7ce62d2da75168c5d25ff238ce88677397038cd15186b2e50fefae8e7654b7fc,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Background material from other events; no registered poll assignment established. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-cdf176b42f91f794-shared,,briefing-material,nebraska,data/shared/briefing-materials/nebraska.pdf,material-cdf176b42f91f794,meta_data/briefing_materials/nebraska.pdf,cdf176b42f91f7942d2a6f3523029acb2694ae587a02db371464b8925cb93484,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Background material from other events; no registered poll assignment established. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-26c37553013fcf4b-shared,,briefing-material,newhaven,data/shared/briefing-materials/newhaven.pdf,material-26c37553013fcf4b,meta_data/briefing_materials/newhaven.pdf,26c37553013fcf4b81dbe62cac545a028776250732eb797ea8c45ce45add4a31,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Background material from other events; no registered poll assignment established. Cover identifies an education forum on 22 October 2005; NOT the airport/revenue-sharing New Haven experiment. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-99247b0bb1a1091f-nic-1996,nic-1996,briefing-material,nic-issues96,data/nic-1996/briefing-materials/nic-issues96.pdf,material-99247b0bb1a1091f,meta_data/briefing_materials/nic-issues96.pdf,99247b0bb1a1091fd31acb7c4951af956ab0c23473fc432872308f74076caabc,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-ca9d9d5b219646bc-shared,,briefing-material,rochester,data/shared/briefing-materials/rochester.pdf,material-ca9d9d5b219646bc,meta_data/briefing_materials/rochester.pdf,ca9d9d5b219646bcb5b6ba647bd9935028d600a53bb0fd63eb691bb921b9e549,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Background material from other events; no registered poll assignment established. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-e08ccad4db68fd52-bulgaria-2007,bulgaria-2007,paper,Bulgaria.Results,data/bulgaria-2007/papers/bulgaria-results.pdf,material-e08ccad4db68fd52,meta_data/cdd_papers/Bulgaria.Results.pdf,e08ccad4db68fd52f0ceddbf5aff4fc4c16db57f8269fb73919a2e74be833a0b,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-200a7dbb56cc4ee8-zeguo-2005,zeguo-2005,paper,China Zeguo BJPS,data/zeguo-2005/papers/china-zeguo-bjps.pdf,material-200a7dbb56cc4ee8,meta_data/cdd_papers/China_Zeguo_BJPS.pdf,200a7dbb56cc4ee854b73c15e456b361f77d79525ad4c74d17b7c7ef7ff41620,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-628f37bfc90de006-uk-crime-1994,uk-crime-1994,paper,ConsideredOpinions,data/uk-crime-1994/papers/consideredopinions.pdf,material-628f37bfc90de006,meta_data/cdd_papers/ConsideredOpinions.pdf,628f37bfc90de006530a772cf1476dbe281a43924d445afa2d32688bf95c8462,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-1ee4b1a7a598708d-shared,,paper,Deliberation and Public Spiritedness Rui Wang 5-22-14 working paper,data/shared/papers/deliberation-and-public-spiritedness-rui-wang-5-22-14-working-paper.docx,material-1ee4b1a7a598708d,meta_data/cdd_papers/Deliberation and Public Spiritedness Rui Wang 5-22-14 working paper.docx,1ee4b1a7a598708dbae08be396c5097b13979ee806a0806c99ab97d3d16beb73,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-1ee4b1a7a598708d-cpl-1996,cpl-1996,paper,Deliberation and Public Spiritedness Rui Wang 5-22-14 working paper,data/shared/papers/deliberation-and-public-spiritedness-rui-wang-5-22-14-working-paper.docx,material-1ee4b1a7a598708d,meta_data/cdd_papers/Deliberation and Public Spiritedness Rui Wang 5-22-14 working paper.docx,1ee4b1a7a598708dbae08be396c5097b13979ee806a0806c99ab97d3d16beb73,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-1ee4b1a7a598708d-wtu-1996,wtu-1996,paper,Deliberation and Public Spiritedness Rui Wang 5-22-14 working paper,data/shared/papers/deliberation-and-public-spiritedness-rui-wang-5-22-14-working-paper.docx,material-1ee4b1a7a598708d,meta_data/cdd_papers/Deliberation and Public Spiritedness Rui Wang 5-22-14 working paper.docx,1ee4b1a7a598708dbae08be396c5097b13979ee806a0806c99ab97d3d16beb73,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-1ee4b1a7a598708d-swepco-1996,swepco-1996,paper,Deliberation and Public Spiritedness Rui Wang 5-22-14 working paper,data/shared/papers/deliberation-and-public-spiritedness-rui-wang-5-22-14-working-paper.docx,material-1ee4b1a7a598708d,meta_data/cdd_papers/Deliberation and Public Spiritedness Rui Wang 5-22-14 working paper.docx,1ee4b1a7a598708dbae08be396c5097b13979ee806a0806c99ab97d3d16beb73,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-03b1a5b29192fdc1-new-haven-2004,new-haven-2004,paper,Disaggregating deliberation 27s effects  28LSERO 29,data/new-haven-2004/papers/disaggregating-deliberation-27s-effects-28lsero-29.pdf,material-03b1a5b29192fdc1,meta_data/cdd_papers/Disaggregating deliberation_27s effects _28LSERO_29.pdf,03b1a5b29192fdc1f00b69c752b2e232fa395a1826b67b773994406612b5d590,review-required,approved-public,published,"Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Paper pp. 338-339 dates the airport/revenue-sharing event to 1-3 March 2002, whereas the legacy registry uses 2004; see NH-02. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Identical archive alias: meta_data/cdd_papers/Farrar2010.pdf. Source URL: https://eprints.lse.ac.uk/5791/1/Disaggregating%20deliberation%27s%20effects%20%28LSERO%29.pdf. Retrieved 2026-09-23."
material-e5810000cee8ab2b-shared,,paper,KarpowitzMendelbergShaker APSA 2010 final,data/shared/papers/karpowitzmendelbergshaker-apsa-2010-final.pdf,material-e5810000cee8ab2b,meta_data/cdd_papers/KarpowitzMendelbergShaker_APSA 2010_final.pdf,e5810000cee8ab2b03271c5bb5b192ee6c3c7338c425b410300199ce8be48f3c,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Collection-wide research reference; no claim that every registered poll is analyzed. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-9e22605b26bbd3e3-nic-1996,nic-1996,paper,Luskin.Fishkin.2002,data/nic-1996/papers/luskin-fishkin-2002.doc,material-9e22605b26bbd3e3,meta_data/cdd_papers/Luskin.Fishkin.2002.doc,9e22605b26bbd3e3b1a8e1e7b2b39adf5eb7497b4a8f3f22d5814a01bd2e5acb,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Identical archive alias: meta_data/cdd_papers/nic7t.doc.
material-e23cc55a7b7a3db7-shared,,paper,PetrowTransuepaper,data/shared/papers/petrowtransuepaper.pdf,material-e23cc55a7b7a3db7,meta_data/cdd_papers/PetrowTransuepaper.pdf,e23cc55a7b7a3db706654ac181c3cd801eac5a7be734e709568352ea368ffcdc,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Collection-wide research reference; no claim that every registered poll is analyzed. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-39c71dcd37d97247-shared,,paper,RCLBIB,data/shared/papers/rclbib.rtf,material-39c71dcd37d97247,meta_data/cdd_papers/RCLBIB.rtf,39c71dcd37d972470a9c538e87aab8ce5e0f3222466d28f6d9a3938cf51d55ac,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Collection-wide research reference; no claim that every registered poll is analyzed. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-6eaeae118f40db64-shared,,paper,Sturgis-30-65,data/shared/papers/sturgis-30-65.pdf,material-6eaeae118f40db64,meta_data/cdd_papers/Sturgis-30-65.pdf,6eaeae118f40db646e57aa003315d5f1099de02f580f4731cc4f4baa133e1adc,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-6eaeae118f40db64-uk-crime-1994,uk-crime-1994,paper,Sturgis-30-65,data/shared/papers/sturgis-30-65.pdf,material-6eaeae118f40db64,meta_data/cdd_papers/Sturgis-30-65.pdf,6eaeae118f40db646e57aa003315d5f1099de02f580f4731cc4f4baa133e1adc,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-6eaeae118f40db64-uk-eu-1995,uk-eu-1995,paper,Sturgis-30-65,data/shared/papers/sturgis-30-65.pdf,material-6eaeae118f40db64,meta_data/cdd_papers/Sturgis-30-65.pdf,6eaeae118f40db646e57aa003315d5f1099de02f580f4731cc4f4baa133e1adc,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-6eaeae118f40db64-uk-monarchy-1996,uk-monarchy-1996,paper,Sturgis-30-65,data/shared/papers/sturgis-30-65.pdf,material-6eaeae118f40db64,meta_data/cdd_papers/Sturgis-30-65.pdf,6eaeae118f40db646e57aa003315d5f1099de02f580f4731cc4f4baa133e1adc,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-6eaeae118f40db64-uk-general-election-1997,uk-general-election-1997,paper,Sturgis-30-65,data/shared/papers/sturgis-30-65.pdf,material-6eaeae118f40db64,meta_data/cdd_papers/Sturgis-30-65.pdf,6eaeae118f40db646e57aa003315d5f1099de02f580f4731cc4f4baa133e1adc,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-6eaeae118f40db64-uk-health-1998,uk-health-1998,paper,Sturgis-30-65,data/shared/papers/sturgis-30-65.pdf,material-6eaeae118f40db64,meta_data/cdd_papers/Sturgis-30-65.pdf,6eaeae118f40db646e57aa003315d5f1099de02f580f4731cc4f4baa133e1adc,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-cdd3ff1e869846b9-shared,,paper,Util-appam,data/shared/papers/util-appam.doc,material-cdd3ff1e869846b9,meta_data/cdd_papers/Util-appam.doc,cdd3ff1e869846b9c1e3cd5b4da5c80aab2794e764426b90ec88df2f474e3f45,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-cdd3ff1e869846b9-cpl-1996,cpl-1996,paper,Util-appam,data/shared/papers/util-appam.doc,material-cdd3ff1e869846b9,meta_data/cdd_papers/Util-appam.doc,cdd3ff1e869846b9c1e3cd5b4da5c80aab2794e764426b90ec88df2f474e3f45,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-cdd3ff1e869846b9-wtu-1996,wtu-1996,paper,Util-appam,data/shared/papers/util-appam.doc,material-cdd3ff1e869846b9,meta_data/cdd_papers/Util-appam.doc,cdd3ff1e869846b9c1e3cd5b4da5c80aab2794e764426b90ec88df2f474e3f45,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-cdd3ff1e869846b9-swepco-1996,swepco-1996,paper,Util-appam,data/shared/papers/util-appam.doc,material-cdd3ff1e869846b9,meta_data/cdd_papers/Util-appam.doc,cdd3ff1e869846b9c1e3cd5b4da5c80aab2794e764426b90ec88df2f474e3f45,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-218f80d359921e91-australia-republic-1999,australia-republic-1999,paper,adp5,data/australia-republic-1999/papers/adp5.doc,material-218f80d359921e91,meta_data/cdd_papers/adp5.doc,218f80d359921e918cb440c745e09b4d8cd249bd1bd5d06d2d82da0e73bdbbfd,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-23c5b75b923aa418-shared,,paper,engagement4b,data/shared/papers/engagement4b.doc,material-23c5b75b923aa418,meta_data/cdd_papers/engagement4b.doc,23c5b75b923aa418cce84548c435ac3f7cc04a113d9c49e8f14b6960bc546f16,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Collection-wide research reference; no claim that every registered poll is analyzed. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-e1ec2452199db976-northern-ireland-2007,northern-ireland-2007,paper,fishkin-deep-divides,data/northern-ireland-2007/papers/fishkin-deep-divides.pdf,material-e1ec2452199db976,meta_data/cdd_papers/fishkin-deep-divides.pdf,e1ec2452199db97618205f38f23a61458b6c0e701993391f511e1e7a6472e227,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-a09a60580bd36c91-shared,,paper,fishkin-porto-alegre,data/shared/papers/fishkin-porto-alegre.pdf,material-a09a60580bd36c91,meta_data/cdd_papers/fishkin-porto-alegre.pdf,a09a60580bd36c91149d608da473111bf438d6b886ff2da39e786e3b1925599f,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Collection-wide research reference; no claim that every registered poll is analyzed. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-90cbc9c9cb25b21c-shared,,paper,foreign-policy,data/shared/papers/foreign-policy.pdf,material-90cbc9c9cb25b21c,meta_data/cdd_papers/foreign-policy.pdf,90cbc9c9cb25b21cbcd69098c7c7e7ca0a2a2f35a7bf0bcbd11d31cb54243711,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-90cbc9c9cb25b21c-nic2-2003,nic2-2003,paper,foreign-policy,data/shared/papers/foreign-policy.pdf,material-90cbc9c9cb25b21c,meta_data/cdd_papers/foreign-policy.pdf,90cbc9c9cb25b21cbcd69098c7c7e7ca0a2a2f35a7bf0bcbd11d31cb54243711,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-90cbc9c9cb25b21c-btp-national-2003,btp-national-2003,paper,foreign-policy,data/shared/papers/foreign-policy.pdf,material-90cbc9c9cb25b21c,meta_data/cdd_papers/foreign-policy.pdf,90cbc9c9cb25b21cbcd69098c7c7e7ca0a2a2f35a7bf0bcbd11d31cb54243711,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-77127c12491dcc60-uk-general-election-1997,uk-general-election-1997,paper,ge2,data/uk-general-election-1997/papers/ge2.doc,material-77127c12491dcc60,meta_data/cdd_papers/ge2.doc,77127c12491dcc60823529e52239cd68af50488cdcd94ca5be5a9ea4bb25d733,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-f51efc2dc1f9a9a1-nic-1996,nic-1996,paper,issues-convention,data/nic-1996/papers/issues-convention.pdf,material-f51efc2dc1f9a9a1,meta_data/cdd_papers/issues-convention.pdf,f51efc2dc1f9a9a1d581f26be6ce2c811814f414b297dacbff10a328361b93eb,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
