poll_id,definition_id,measure_id,source_waves,scoring_rule,missing_policy,denominator_policy,post_dependent,calibration_sample,evidence
nic-1996,higher_education@historical-v1,higher_education,T1,education-at-least-point66,system and documented non-substantive codes,not-applicable,FALSE,,R/respondent_nic.R; data/nic-1996/codebook.txt; historical-cdd-scripts:legacy/poll_scripts/nic1.R; docs/poll-issues.md NIC-02-04
bulgaria-crime-2002,read_briefing@historical-v1,read_briefing,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,knowledge_t1@historical-v1,knowledge_t1,T1,seven-item-fixed-denominator-knowledge_t1,all-noncorrect-including-missing-zero,7,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,knowledge_joint@historical-v1,knowledge_joint,T1|T2,seven-item-fixed-denominator-knowledge_joint,all-noncorrect-including-missing-zero,7,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,knowledge_t2@historical-v1,knowledge_t2,T2,seven-item-fixed-denominator-knowledge_t2,all-noncorrect-including-missing-zero,7,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,age@historical-v1,age,T1,raw-age,system and documented non-substantive codes,not-applicable,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,education_four@historical-v1,education_four,T1,five-education-codes-to-four-levels,system and documented non-substantive codes,not-applicable,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,minority@historical-v1,minority,T1,ethnos-not-one-zero-retained,system and documented non-substantive codes,not-applicable,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,household_income@historical-v1,household_income,T1,factor-position-income-plus-one-zero-missing,system and documented non-substantive codes,not-applicable,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,female@historical-v1,female,T1,sex-equals-two,system and documented non-substantive codes,not-applicable,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,attitude_extremity@historical-v1,attitude_extremity,T1,available-mean-absolute-distance-from-half-includes-drug-index,available-item-means,available-indices,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,high_income@historical-v1,high_income,T1,factor-position-income-greater-than-two,system and documented non-substantive codes,not-applicable,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,political_interest_t1@historical-v1,political_interest_t1,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,knowledge_joint_midterm@historical-v1,knowledge_joint_midterm,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,knowledge_midterm@historical-v1,knowledge_midterm,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,knowledge_midterm_joint@historical-v1,knowledge_midterm_joint,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,attitude_extremity_midterm@historical-v1,attitude_extremity_midterm,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,knowledge_gain@historical-v1,knowledge_gain,T1|T2,seven-item-fixed-denominator-knowledge_gain,all-noncorrect-including-missing-zero,7,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,knowledge_gain_joint@historical-v1,knowledge_gain_joint,T1|T2,seven-item-fixed-denominator-knowledge_gain_joint,all-noncorrect-including-missing-zero,7,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,log_knowledge_joint@historical-v1,log_knowledge_joint,T1|T2,seven-item-fixed-denominator-log_knowledge_joint,all-noncorrect-including-missing-zero,7,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,high_knowledge_joint@historical-v1,high_knowledge_joint,T1|T2,seven-item-fixed-denominator-high_knowledge_joint,all-noncorrect-including-missing-zero,7,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,education_three@historical-v1,education_three,T1,four-level-education-middle-to-half,system and documented non-substantive codes,not-applicable,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,tougher_punishment_t1@historical-v1,tougher_punishment_t1,T1,available-item-mean-float32,system and documented non-substantive codes,available-items,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,civil_liberties_t1@historical-v1,civil_liberties_t1,T1,available-item-mean-float32,system and documented non-substantive codes,available-items,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,social_causes_t1@historical-v1,social_causes_t1,T1,instrument-category-recode,system and documented non-substantive codes,one-item,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,economic_causes_t1@historical-v1,economic_causes_t1,T1,instrument-category-recode,system and documented non-substantive codes,one-item,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,rehabilitation_t1@historical-v1,rehabilitation_t1,T1,instrument-category-recode,system and documented non-substantive codes,one-item,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,faster_trials_t1@historical-v1,faster_trials_t1,T1,instrument-category-recode,system and documented non-substantive codes,one-item,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,drug_penalties_t1@historical-v1,drug_penalties_t1,T1,instrument-category-recode,system and documented non-substantive codes,one-item,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,vigilantism_t1@historical-v1,vigilantism_t1,T1,instrument-category-recode,system and documented non-substantive codes,one-item,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,institutional_change_t1@historical-v1,institutional_change_t1,T1,instrument-category-recode,system and documented non-substantive codes,one-item,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,independent_investigation_t1@historical-v1,independent_investigation_t1,T1,instrument-category-recode,system and documented non-substantive codes,one-item,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,prosecution_t1@historical-v1,prosecution_t1,T1,instrument-category-recode,system and documented non-substantive codes,one-item,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,death_penalty_t1@historical-v1,death_penalty_t1,T1,instrument-category-recode,system and documented non-substantive codes,one-item,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,tougher_punishment_t2@historical-v1,tougher_punishment_t2,T2,available-item-mean-float32,system and documented non-substantive codes,available-items,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,civil_liberties_t2@historical-v1,civil_liberties_t2,T2,available-item-mean-float32,system and documented non-substantive codes,available-items,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,social_causes_t2@historical-v1,social_causes_t2,T2,instrument-category-recode,system and documented non-substantive codes,one-item,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,economic_causes_t2@historical-v1,economic_causes_t2,T2,instrument-category-recode,system and documented non-substantive codes,one-item,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,rehabilitation_t2@historical-v1,rehabilitation_t2,T2,instrument-category-recode,system and documented non-substantive codes,one-item,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,faster_trials_t2@historical-v1,faster_trials_t2,T2,instrument-category-recode,system and documented non-substantive codes,one-item,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,drug_penalties_t2@historical-v1,drug_penalties_t2,T2,instrument-category-recode,system and documented non-substantive codes,one-item,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,vigilantism_t2@historical-v1,vigilantism_t2,T2,instrument-category-recode,system and documented non-substantive codes,one-item,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,institutional_change_t2@historical-v1,institutional_change_t2,T2,instrument-category-recode,system and documented non-substantive codes,one-item,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,independent_investigation_t2@historical-v1,independent_investigation_t2,T2,instrument-category-recode,system and documented non-substantive codes,one-item,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,prosecution_t2@historical-v1,prosecution_t2,T2,instrument-category-recode,system and documented non-substantive codes,one-item,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,death_penalty_t2@historical-v1,death_penalty_t2,T2,instrument-category-recode,system and documented non-substantive codes,one-item,TRUE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
bulgaria-crime-2002,higher_education@historical-v1,higher_education,T1,education-at-least-point66,system and documented non-substantive codes,not-applicable,FALSE,,R/respondent_bulgaria.R; data/bulgaria-crime-2002/variables.csv; historical-cdd-scripts:legacy/poll_scripts/bulgaria.r; docs/poll-issues.md BGC-02-04
europolis-2009,log_knowledge_joint@historical-v1,log_knowledge_joint,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,not-applicable,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,household_income@historical-v1,household_income,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,not-applicable,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,knowledge_joint_midterm@historical-v1,knowledge_joint_midterm,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,not-applicable,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,immigration_t1@historical-v1,immigration_t1,T1,(border-control response-1)/4,997:999/system missing propagate,not-applicable,FALSE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,immigration_t2@historical-v1,immigration_t2,T3,(border-control response-1)/4,997:999/system missing propagate,not-applicable,TRUE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,knowledge_midterm_joint@historical-v1,knowledge_midterm_joint,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,not-applicable,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,knowledge_gain@historical-v1,knowledge_gain,T1|T3,post mean minus baseline mean,unanswered/non-substantive answers score0; fixed item count,fixed 6 items per wave; joint scores average itemwise products,TRUE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,knowledge_joint@historical-v1,knowledge_joint,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,not-applicable,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,climate_t2@historical-v1,climate_t2,T3,(10-climate response)/10,997:999/system missing propagate,not-applicable,TRUE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,education_four@historical-v1,education_four,T1,"round(ifelse(educ1==0,pmin(2010-age1,35),educ1)/35,2)",system missing and documented non-substantive responses propagate,not-applicable,FALSE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,knowledge_gain_joint@historical-v1,knowledge_gain_joint,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,not-applicable,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,attitude_extremity@historical-v1,attitude_extremity,T1,"mean abs(climate-.5),abs(immigration-.5)",omit missing components; all missing->missing,available two indices,FALSE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,high_knowledge_joint@historical-v1,high_knowledge_joint,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,not-applicable,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,higher_education@historical-v1,higher_education,T1,"round(ifelse(educ1==0,pmin(2010-age1,35),educ1)/35,2); indicator score>.57",system missing and documented non-substantive responses propagate,not-applicable,FALSE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,high_income@historical-v1,high_income,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,not-applicable,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,attitude_extremity_midterm@historical-v1,attitude_extremity_midterm,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,not-applicable,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,knowledge_t2@historical-v1,knowledge_t2,T3,mean post keyed correctness,unanswered/non-substantive answers score0; fixed item count,fixed 6 items per wave; joint scores average itemwise products,TRUE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,knowledge_t1@historical-v1,knowledge_t1,T1,mean baseline keyed correctness,unanswered/non-substantive answers score0; fixed item count,fixed 6 items per wave; joint scores average itemwise products,FALSE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,political_interest_t1@historical-v1,political_interest_t1,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,not-applicable,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,female@historical-v1,female,T1,indicator raw sex/gender code2,system missing and documented non-substantive responses propagate,not-applicable,FALSE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,read_briefing@historical-v1,read_briefing,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,not-applicable,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,climate_t1@historical-v1,climate_t1,T1,(10-climate response)/10,997:999/system missing propagate,not-applicable,FALSE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,education_three@historical-v1,education_three,T1,"round(ifelse(educ1==0,pmin(2010-age1,35),educ1)/35,2); retain0/1, other observed scores->.5",system missing and documented non-substantive responses propagate,not-applicable,FALSE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,knowledge_midterm@historical-v1,knowledge_midterm,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,not-applicable,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,minority@euro-04-v2,minority,T1,confirmed foreign birth1>1 or parentsbirth1>1; domestic only when both code1,997:999/system missing propagate unless other birthplace establishes foreign status,not-applicable,FALSE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
europolis-2009,age@historical-v1,age,T1,2009-age1,system missing and documented non-substantive responses propagate,not-applicable,FALSE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/eu_2009.R; data/europolis-2009/variables.csv; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
australia-republic-1999,log_knowledge_joint@historical-v1,log_knowledge_joint,T1|T2,"log joint mean, replacing nonpositive mean by0.0001","closed unanswered code incorrect; system missing propagates; symbolic T2 codes96:98/100 missing,99 incorrect; baseline ignoresDKCHG1",fixed 12 items per wave; joint scores average itemwise products,TRUE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/aus_republic.R; data/australia-republic-1999/variables.csv; data/australia-republic-1999/papers/adp5.doc; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
australia-republic-1999,republican_t2@historical-v1,republican_t2,T2,"mean republican ranking score, reversed TIESBR1..5, forward HEADAUS1..5",omit missing components; all missing->missing,available three components,TRUE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/aus_republic.R; data/australia-republic-1999/variables.csv; data/australia-republic-1999/papers/adp5.doc; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
australia-republic-1999,household_income@historical-v1,household_income,T1,"INCOME1:6 -> .16,.33,.5,.66,.83,1;97/98->missing",system missing and documented non-substantive responses propagate,not-applicable,FALSE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/aus_republic.R; data/australia-republic-1999/variables.csv; data/australia-republic-1999/papers/adp5.doc; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
australia-republic-1999,knowledge_joint_midterm@historical-v1,knowledge_joint_midterm,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,not-applicable,vault/cdd/scripts/aus_republic.R; data/australia-republic-1999/variables.csv; data/australia-republic-1999/papers/adp5.doc; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
australia-republic-1999,popular_t2@aus-03-v2,popular_t2,T2,"rank combination:13->1,12/31->.75,DK/33->.5,21/32->.25,23->0; sequential assignment",unmatched rankings missing; midpoint DK condition reads wave2 rankings,not-applicable,TRUE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/aus_republic.R; data/australia-republic-1999/variables.csv; data/australia-republic-1999/papers/adp5.doc; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
australia-republic-1999,knowledge_midterm_joint@historical-v1,knowledge_midterm_joint,none,historical-constant-missing,structurally-absent,not-applicable,FALSE,not-applicable,vault/cdd/scripts/aus_republic.R; data/australia-republic-1999/variables.csv; data/australia-republic-1999/papers/adp5.doc; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
australia-republic-1999,knowledge_gain@historical-v1,knowledge_gain,T1|T2,post mean minus baseline mean,"closed unanswered code incorrect; system missing propagates; symbolic T2 codes96:98/100 missing,99 incorrect; baseline ignoresDKCHG1",fixed 12 items per wave; joint scores average itemwise products,TRUE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/aus_republic.R; data/australia-republic-1999/variables.csv; data/australia-republic-1999/papers/adp5.doc; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
australia-republic-1999,knowledge_joint@historical-v1,knowledge_joint,T1|T2,mean baseline times post item correctness,"closed unanswered code incorrect; system missing propagates; symbolic T2 codes96:98/100 missing,99 incorrect; baseline ignoresDKCHG1",fixed 12 items per wave; joint scores average itemwise products,TRUE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/aus_republic.R; data/australia-republic-1999/variables.csv; data/australia-republic-1999/papers/adp5.doc; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
australia-republic-1999,education_four@historical-v1,education_four,T1,"EDULEV1->0,2->.33,3->.66,4/5->1;98->missing",system missing and documented non-substantive responses propagate,not-applicable,FALSE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/aus_republic.R; data/australia-republic-1999/variables.csv; data/australia-republic-1999/papers/adp5.doc; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
australia-republic-1999,knowledge_gain_joint@historical-v1,knowledge_gain_joint,T1|T2,post mean minus joint mean,"closed unanswered code incorrect; system missing propagates; symbolic T2 codes96:98/100 missing,99 incorrect; baseline ignoresDKCHG1",fixed 12 items per wave; joint scores average itemwise products,TRUE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/aus_republic.R; data/australia-republic-1999/variables.csv; data/australia-republic-1999/papers/adp5.doc; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
australia-republic-1999,attitude_extremity@aus-03-v2,attitude_extremity,T1,"available mean of abs(workability/democracy/tradition/politicization-.5)",omit missing components; all missing->missing,available four T1 indices; each index averages its available source items,FALSE,fixed questionnaire endpoints; no sample calibration,vault/cdd/scripts/aus_republic.R; data/australia-republic-1999/variables.csv; data/australia-republic-1999/papers/adp5.doc; data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx
