poll_id,field,value,reference_id,source_locator,status,notes
california-whats-next-2011,recruitment,Telephone recruitment; up to 10 callbacks; attendance honorarium plus travel/hotel costs; separate weighted comparison sample,us-california-whats-next-2011-deliberative-agenda-setting,Piloting a Design for Deliberative Agenda Setting in California,reported,
california-whats-next-2011,participants,439 accepted invitations; 412 attended; 300 separate registered-voter comparison respondents,us-california-whats-next-2011-deliberative-agenda-setting,Piloting a Design for Deliberative Agenda Setting in California,reported,
california-whats-next-2011,mode,Face-to-face weekend deliberation,us-california-whats-next-2011-deliberative-agenda-setting,Piloting a Design for Deliberative Agenda Setting in California,reported,
california-whats-next-2011,topics,"30 proposals in four domains: initiative process, legislative representation, local government, tax/fiscal policy",us-california-whats-next-2011-deliberative-agenda-setting,Piloting a Design for Deliberative Agenda Setting in California,reported,
california-whats-next-2011,event_dates,2011-06-24 through 2011-06-26,us-california-whats-next-2011-california-participant-guide,Participant guide cover,reported,Official event page starts June 24; guide specifies complete June 24–26 weekend.
california-whats-next-2011,organizers,By the People/MacNeil-Lehrer Productions and Stanford CDD; coalition of California reform organizations,us-california-whats-next-2011-stanford-event,Event description and Research/Procedures sections,reported,
america-in-one-room-2019,population,U.S. citizens age 18+ registered to vote; explicitly not all adult residents,us-america-in-one-room-2019-a1r-2019-norc-methods,Study-Specific Details and Table 1: Sample Performance Summary,reported,
america-in-one-room-2019,recruitment,Stratified random selection from NORC probability-based AmeriSpeak panel; registered voters randomly allocated to invited-treatment or control groups,us-america-in-one-room-2019-a1r-2019-norc-methods,Study-Specific Details and Table 1: Sample Performance Summary,reported,
america-in-one-room-2019,participants,"526 attended; 523 completed the post-event survey. Pre-survey completions: 2,741 treatment and 1,101 control. Post-survey control completions: 844.",us-america-in-one-room-2019-a1r-2019-norc-methods,Study-Specific Details and Table 1: Sample Performance Summary,reported,
america-in-one-room-2019,mode,Face-to-face deliberation; delegate post-survey self-administered paper; pre/control surveys separate,us-america-in-one-room-2019-a1r-2019-norc-methods,Study-Specific Details and Table 1: Sample Performance Summary,reported,
america-in-one-room-2019,event_dates,2019-09-19 through 2019-09-22,us-america-in-one-room-2019-a1r-2019-executive-summary,"Opening paragraphs, p 1",reported,
america-in-one-room-2019,location,"Dallas, Texas",us-america-in-one-room-2019-a1r-2019-executive-summary,"Opening paragraphs, p 1",reported,
america-in-one-room-2019,organizers,Helena; By the People Productions; Stanford Center for Deliberative Democracy; NORC sampling,us-america-in-one-room-2019-a1r-2019-executive-summary,"Opening paragraphs, p 1",reported,
america-in-one-room-2019,topics,"Economy, health care, environment, immigration and foreign policy",us-america-in-one-room-2019-a1r-2019-executive-summary,"Opening paragraphs, p 1",reported,
a1r-climate-2021,event_dates,"Weeknight cohort: September 14, 16, 21 and 23, 2021; weekend cohort: September 25–26, 2021",us-a1r-climate-2021-material-c798742af8d64fbb-a1r-climate-2021,Study overview; Study-Specific Details; Table 1 and footnotes,reported,
a1r-climate-2021,location,United States online; California and Texas oversamples,us-a1r-climate-2021-material-c798742af8d64fbb-a1r-climate-2021,Study overview; Study-Specific Details; Table 1 and footnotes,reported,
a1r-climate-2021,population,"U.S. adults age 18+, including oversampled California/Texas adults",us-a1r-climate-2021-material-c798742af8d64fbb-a1r-climate-2021,Study overview; Study-Specific Details; Table 1 and footnotes,reported,
a1r-climate-2021,recruitment,NORC AmeriSpeak probability-based panel; separate treatment/control samples; targeted followup to underrepresented invitees,us-a1r-climate-2021-material-c798742af8d64fbb-a1r-climate-2021,Study overview; Study-Specific Details; Table 1 and footnotes,reported,
a1r-climate-2021,participants,"7,980 treatment pre-survey completions; 1,021 invited to post-survey after attending at least two events; 962 completed pre/post surveys and all events. Control completions: 834 pre-survey and 671 post-survey.",us-a1r-climate-2021-material-c798742af8d64fbb-a1r-climate-2021,Study overview; Study-Specific Details; Table 1 and footnotes,reported,
a1r-climate-2021,mode,Online deliberation on Stanford Platform for Online Deliberation,us-a1r-climate-2021-material-c798742af8d64fbb-a1r-climate-2021,Study overview; Study-Specific Details; Table 1 and footnotes,reported,
a1r-climate-2021,topics,Climate and energy policy pathways toward net-zero emissions,us-a1r-climate-2021-material-c798742af8d64fbb-a1r-climate-2021,Study overview; Study-Specific Details; Table 1 and footnotes,reported,
a1r-climate-2021,organizers,"Helena; NORC; Stanford deliberative platform/research team; California Forward, Greater Houston Partnership, Center for Houston’s Future, In This Together partners",us-a1r-climate-2021-stanford-event,English Version and Partners,reported,
a1r-climate-2021,participants,Official page English summary 962; Spanish planned sample around 500; linked press headline 926,us-a1r-climate-2021-stanford-event,"English Version, Español Versión, and Press",conflicting,Planning-version/transposition conflicts; NORC methods report defines 962 complete participants and should anchor denominator.
nic-1996,participants,911 initial interviews; 638 Time 2 records comprise 466 attendees plus 172 reinterviewed nonattendees; 387 Time 3 followups; independent RDD control 431,us-nic-1996-cdd-nic-1996-codebook,"Codebook introduction, updated February 14, 2000",reported,Do not combine the independent RDD control with the 638 longitudinal Time 2 rows.
btp-2007,event_dates,"Study fieldwork September 15–October 30, 2007; discussion sessions October 1–25, 2007",us-btp-2007-cdd-btp-2007-codebook,"Study Description, PDF page 3",reported,More precise than report wording four weeks in fall 2007.
btp-2007,population,U.S. adults age 18+; matched subsample of PollingPoint panel,us-btp-2007-cdd-btp-2007-codebook,"Sample Selection and Weighting Methodology, PDF pages 4–5",reported,
btp-2007,recruitment,"PollingPoint panel recruited through telephone, mail and web advertising; sample matching to national adult frame; random treatment allocation probabilities 0.64/0.36",us-btp-2007-cdd-btp-2007-codebook,"Sample Selection and Weighting Methodology, PDF pages 4–5",reported,Panel itself expressly not nationally representative before subsample matching; distinguish this from probability household recruitment.
btp-2007,participants,"6,695 baseline interviews; 1,963 agreed; 1,423 eligible after scheduling/technical restrictions; 771 attended at least one session; 326 attended all four sessions",us-btp-2007-cdd-btp-2007-codebook,"Study Description and sample-flow table, PDF pages 3–5",conflicting,"Study Description says 1,427 received materials; the next section reports 1,423 eligible. Preserve that discrepancy. The sample-flow table explains that the event report’s 301 deliberators are four-session attendees who completed the post-survey."
btp-2007,participants,Baseline primary control 1816; reading-control 599; post-only control 828. Reported results use smaller completed-analysis control totals,us-btp-2007-cdd-btp-2007-codebook,"Sample Selection and Weighting Methodology, PDF pages 4–5",reported,"Initial/survey-assignment universes, not all completed followups."
california-whats-next-2011,participants,435 committed invitees; 412 attendees; 300 separate comparison respondents,us-california-whats-next-2011-material-0b2e0edeea3aca9c-california-whats-next-2011,"The Sample Gathered in Torrance, CA",conflicting,Published research paper instead reports 439 acceptances; same 412 attendees. Recruitment-stage/version discrepancy needs source reconciliation.
btp-national-2003,event_dates,2002-12-09 through 2003-01-16,us-btp-national-2003-refined-or-biased-opinions-2009,"Section 2.1, Poll 1, printed p.  6094",reported,Explicit research start/end dates; improves on January-only archive label.
btp-national-2003,participants,381 assigned treatment and 302 control; 9 treatment respondents lacking both questionnaires excluded from analysis,us-btp-national-2003-refined-or-biased-opinions-2009,"Section 2.1, Poll 1, printed p.  6094",reported,Assignment/analysis pool differs from 280 treatment/219 control completed-sample manuscript and 245 historically selected records.
btp-general-election-2004,participants,"336 treatment and 987 control respondents in the source pool. Exclusions described: 654 controls lacked a pre-survey; 13 treatment respondents lacked a pre-survey, and 9 lacked both pre- and post-surveys.",us-btp-general-election-2004-wang-siu2009,"Section 2.1, Poll 3, printed p.  6096",reported,This paper defines selection exclusions; do not substitute its pool counts for deliberators or the 246 historically selected sample.
btp-general-election-2004,participants,246 historical polardata analysis respondents,us-btp-general-election-2004-material-7731a4ce1a2d98a7-btp-general-election-2004,Row BTP 2004 GE,reported,Separate from 299 pre-exclusion research sample and rounded 200 deliberators in press/results report.
btp-2007,participants,"301 of the 326 four-session attendees completed the post-survey; 695 treatment respondents completed a post-survey across all attendance levels. Control post-survey completions: 1,034 primary, 318 reading-control, and 828 post-only.",us-btp-2007-cdd-btp-2007-codebook,"Sample-flow table, PDF page 5",reported,"This explains the event report’s 301-deliberator analysis count; 326 is the attendance count, while 301 requires the post-survey."
uk-crime-1994,participants,Initial interviewed sample 869; deliberative analytic sample 300; table response-rate universes differ from organizer attendance counts.,uk-crime-1994-uk-comparative-paper,"Appendix 1, Table 1 (PDF p.24)",reported,
uk-crime-1994,event_dates,April 1994,uk-crime-1994-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-crime-1994,location,"Manchester, England",uk-crime-1994-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-crime-1994,topics,Crime and criminal justice,uk-crime-1994-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-crime-1994,mode,In-person deliberative weekend; television broadcast on Channel 4,uk-crime-1994-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-crime-1994,population,British voting-age public,uk-crime-1994-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-crime-1994,recruitment,National probability sampling followed by invitation to the deliberative weekend,uk-crime-1994-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-eu-1995,participants,Initial interviewed sample 900; deliberative analytic sample 224; table response-rate universes differ from organizer attendance counts.,uk-eu-1995-download-material-29cbe30c018c2d68,"Appendix 1, Table 1 (PDF p.24)",reported,
uk-eu-1995,event_dates,June 1995,uk-eu-1995-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",conflicting,Contemporaneous Canadian parliamentary testimony instead says May 1995.
uk-eu-1995,location,"Manchester, England",uk-eu-1995-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-eu-1995,topics,Britain’s role in the European Union,uk-eu-1995-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-eu-1995,mode,In-person deliberative weekend; television broadcast on Channel 4,uk-eu-1995-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-eu-1995,population,British voting-age public,uk-eu-1995-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-eu-1995,recruitment,National probability sampling followed by invitation to the deliberative weekend,uk-eu-1995-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-monarchy-1996,participants,Initial interviewed sample 857; deliberative analytic sample 258; table response-rate universes differ from organizer attendance counts.,uk-monarchy-1996-uk-comparative-paper,"Appendix 1, Table 1 (PDF p.24)",reported,
uk-monarchy-1996,event_dates,July 1996,uk-monarchy-1996-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-monarchy-1996,location,"Manchester, England",uk-monarchy-1996-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-monarchy-1996,topics,Future of the monarchy,uk-monarchy-1996-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-monarchy-1996,mode,In-person deliberative weekend; television broadcast on Channel 4,uk-monarchy-1996-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-monarchy-1996,population,British voting-age public,uk-monarchy-1996-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-monarchy-1996,recruitment,National probability sampling followed by invitation to the deliberative weekend,uk-monarchy-1996-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-general-election-1997,participants,Initial interviewed sample 1210; deliberative analytic sample 276; table response-rate universes differ from organizer attendance counts.,uk-general-election-1997-uk-comparative-paper,"Appendix 1, Table 1 (PDF p.24)",reported,
uk-general-election-1997,event_dates,April 1997,uk-general-election-1997-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-general-election-1997,location,"Manchester, England",uk-general-election-1997-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-general-election-1997,topics,General-election economic issues and vote intentions,uk-general-election-1997-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-general-election-1997,mode,In-person deliberative weekend; television broadcast on Channel 4,uk-general-election-1997-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-general-election-1997,population,British voting-age public,uk-general-election-1997-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-general-election-1997,recruitment,National probability sampling followed by invitation to the deliberative weekend,uk-general-election-1997-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-health-1998,participants,Initial interviewed sample 955; deliberative analytic sample 228; table response-rate universes differ from organizer attendance counts.,uk-health-1998-uk-comparative-paper,"Appendix 1, Table 1 (PDF p.24)",reported,
uk-health-1998,event_dates,July 1998,uk-health-1998-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-health-1998,location,"Manchester, England",uk-health-1998-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-health-1998,topics,NHS priorities and health rationing,uk-health-1998-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-health-1998,mode,In-person deliberative weekend; television broadcast on Channel 4,uk-health-1998-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-health-1998,population,British voting-age public,uk-health-1998-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-health-1998,recruitment,National probability sampling followed by invitation to the deliberative weekend,uk-health-1998-considered-opinions,"The First Deliberative Poll, PDF pp.7–8",reported,
uk-crime-1994,event_dates,15–17 April 1994,uk-crime-1994-stanford-event,Opening paragraph,reported,
uk-crime-1994,participants,301 attendees reported by Stanford overview; research Table 1 reports 300 deliberative observations,uk-crime-1994-stanford-event,Opening paragraph,reported,
uk-crime-1994,participants,301 attendees versus 300 research observations,uk-crime-1994-stanford-event,Opening paragraph,conflicting,Do not equate organizer attendance with final analytic sample; person-level reconciliation remains required.
uk-general-election-1997,location,"Granada Television Studio, Manchester",uk-general-election-1997-election-design,"Design, PDF pp.2–3",reported,
uk-general-election-1997,organizers,University of Texas Deliberative Polling project; SCPR/National Centre for Social Research survey work; Channel 4 broadcast,uk-general-election-1997-election-design,"Design, PDF pp.2–3",reported,
uk-general-election-1997,recruitment,"Area probability sample from electoral registers in 90 constituencies in England, Scotland and Wales; £50 honorarium plus travel, hotel and meals",uk-general-election-1997-election-design,"Design, PDF pp.2–3",reported,
uk-general-election-1997,participants,"1,891 named sampled respondents; 1,210 interviewed; 276 attended",uk-general-election-1997-election-design,"Design, PDF pp.2–3",reported,
uk-general-election-1997,event_dates,"Draft states April 26–28, 1997 and broadcast Sunday April 28",uk-general-election-1997-election-design,PDF pp.2–3,conflicting,"April 28, 1997 was Monday. Preserve draft wording as a conflict; exact dates require broadcast/event records."
uk-health-1998,participants,228 attended; 15 randomly assigned small discussion groups,uk-health-1998-health-project-report,"Section 3, The Deliberative Poll on Health Rationing",reported,
uk-health-1998,organizers,SCPR moderators; part funding from The King’s Fund; event funding and linked broadcast by Channel 4,uk-health-1998-health-project-report,"Section 3, The Deliberative Poll on Health Rationing",reported,
uk-health-1998,location,Manchester,uk-health-1998-health-project-report,"Section 3, The Deliberative Poll on Health Rationing",reported,
uk-health-1998,event_dates,"Report describes broadcast weekend as 5–6 July 1998, while describing Friday-arrival/Sunday-departure event",uk-health-1998-health-project-report,Section 3,conflicting,Broadcast dates are not assumed to be fieldwork dates; exact event days need verification.
australia-republic-1999,event_dates,22–24 October 1999,australia-republic-1999-referendum-paper,PDF pp.4–5,reported,
australia-republic-1999,participants,"1,220 initial Newspoll interviewees; 347 attended the deliberative weekend",australia-republic-1999-referendum-paper,PDF pp.4–5,reported,
australia-republic-1999,recruitment,Newspoll probability interview sample; interviewed nonattendees retained as a comparison population,australia-republic-1999-referendum-paper,PDF pp.4–5,reported,
australia-republic-1999,population,Australian referendum electorate,australia-republic-1999-referendum-paper,PDF pp.4–5,reported,
australia-republic-1999,topics,Republic referendum; parliamentary selection versus direct election of a president and monarchy,australia-republic-1999-referendum-paper,PDF pp.4–5,reported,
australia-republic-1999,mode,In-person deliberative event before the 6 November 1999 referendum,australia-republic-1999-stanford-event,Event description,reported,
australia-republic-1999,location,"Canberra, Australia",australia-republic-1999-british-comparative-overview,PDF p.7,reported,
denmark-euro-2000,event_dates,26–27 August 2000 (effective deliberation); enrollment checked 25 August,denmark-euro-2000-download-material-c14992b83e1071df,"pp.531–533, Table 1",reported,
denmark-euro-2000,location,"Odense, Denmark",denmark-euro-2000-download-material-c14992b83e1071df,"pp.531–533, Table 1",reported,
denmark-euro-2000,participants,"1,702 recruitment interviews; 386 enrolled by 25 August; 364 effective participants",denmark-euro-2000-download-material-c14992b83e1071df,"pp.531–533, Table 1",reported,
denmark-euro-2000,recruitment,Simple random sampling; telephone recruitment 1–8 August; repeated invitations and confirmation,denmark-euro-2000-download-material-c14992b83e1071df,"pp.531–533, Table 1",reported,
denmark-euro-2000,population,Danish electorate,denmark-euro-2000-download-material-c14992b83e1071df,"pp.531–533, Table 1",reported,
denmark-euro-2000,mode,"In-person deliberation, with four survey occasions",denmark-euro-2000-download-material-c14992b83e1071df,"pp.531–533, Table 1",reported,
denmark-euro-2000,topics,Whether Denmark should adopt the euro,denmark-euro-2000-download-material-c14992b83e1071df,"pp.531–533, Table 1",reported,
denmark-euro-2000,participants,384 participants in Stanford overview,denmark-euro-2000-stanford-event,Opening paragraph,conflicting,"Author paper Table 1 reports 364 effective participants; retain both source claims, not a silently chosen total."
zeguo-2005,event_dates,9 April 2005; initial survey March 2005,zeguo-2005-china-bjps,PDF pp.3–5,reported,
zeguo-2005,location,"Zeguo Township, Wenling City, Zhejiang, China",zeguo-2005-china-bjps,PDF pp.3–5,reported,
zeguo-2005,participants,275 sampled; 269 initial questionnaires; 257 attended; 235 completed final questionnaire,zeguo-2005-china-bjps,PDF pp.3–5,reported,
zeguo-2005,recruitment,Simple random sample from household registration list; modest attendance payment,zeguo-2005-china-bjps,PDF pp.3–5,reported,
zeguo-2005,population,Zeguo residents represented through household registration sampling,zeguo-2005-china-bjps,PDF pp.3–5,reported,
zeguo-2005,topics,Priorities among 30 local infrastructure projects,zeguo-2005-china-bjps,PDF pp.3–5,reported,
zeguo-2005,mode,In-person deliberative event,zeguo-2005-china-bjps,PDF pp.3–5,reported,
zeguo-2005,organizers,"Zeguo township government, with deliberative-poll researchers",zeguo-2005-stanford-event,Opening description,reported,
marousi-2006,participants,"1,275 baseline telephone interviewees; 153 attended and completed arrival questionnaire; 138 completed departure questionnaire",marousi-2006-athens-paper,PDF pp.4–5,reported,
marousi-2006,population,"Eligible Marousi voters, including people not affiliated with PASOK",marousi-2006-athens-paper,PDF pp.4–5,reported,
marousi-2006,recruitment,Initial telephone survey followed by event invitation,marousi-2006-athens-paper,PDF pp.4–5,reported,
marousi-2006,organizers,"PASOK under George Papandreou, with John Panaretos and deliberative-poll research team",marousi-2006-athens-paper,PDF pp.4–5,reported,
marousi-2006,topics,Selection among PASOK mayoral candidates and municipal priorities,marousi-2006-athens-paper,PDF pp.4–5,reported,
marousi-2006,mode,In-person small-group/plenary deliberation followed by secret-ballot candidate selection,marousi-2006-athens-paper,PDF pp.4–5,reported,
marousi-2006,event_dates,4 June 2006,marousi-2006-local-material-7da07755d2a41276-marousi-2006,PDF p.1,reported,
marousi-2006,location,"Marousi, Athens metropolitan area, Greece",marousi-2006-local-material-7da07755d2a41276-marousi-2006,PDF p.1,reported,
tomorrows-europe-2007,event_dates,12–14 October 2007,tomorrows-europe-2007-english-briefing,Cover and introductory material,reported,
tomorrows-europe-2007,location,"European Parliament, Brussels",tomorrows-europe-2007-stanford-event,Project overview,reported,
tomorrows-europe-2007,participants,362 citizens from 27 EU member states attended; distinct from the 344 historical aggregate sample,tomorrows-europe-2007-stanford-event,Project overview,reported,
tomorrows-europe-2007,population,Citizens of all 27 EU member states,tomorrows-europe-2007-stanford-event,Project overview,reported,
tomorrows-europe-2007,mode,In-person deliberation with simultaneous interpretation in 23 languages,tomorrows-europe-2007-stanford-event,Project overview,reported,
tomorrows-europe-2007,topics,"Pensions, global competition, EU international role and enlargement",tomorrows-europe-2007-stanford-event,Project overview,reported,
tomorrows-europe-2007,recruitment,Random multinational citizen sample,tomorrows-europe-2007-stanford-event,Project overview,reported,
tomorrows-europe-2007,organizers,Notre Europe with European institutional and think-tank partners,tomorrows-europe-2007-notre-europe-launch,Launch announcement,reported,
bulgaria-2007,event_dates,14–15 April 2007,bulgaria-2007-cls-event,Project description,reported,
bulgaria-2007,organizers,"Centre for Liberal Strategies, Alpha Research, Bulgarian National Television, NGO Links and Open Society Institute Sofia",bulgaria-2007-cls-event,Project description,reported,
bulgaria-2007,participants,255 event participants drawn nationwide,bulgaria-2007-cls-event,Project description,reported,
bulgaria-2007,recruitment,National random sample recruited by Alpha Research,bulgaria-2007-cls-event,Project description,reported,
bulgaria-2007,population,Bulgarian citizenry,bulgaria-2007-cls-event,Project description,reported,
bulgaria-2007,mode,"In-person weekend, televised nationally",bulgaria-2007-cls-event,Project description,reported,
bulgaria-2007,topics,"Roma housing, criminal justice and education",bulgaria-2007-cls-event,Project description,reported,
bulgaria-2007,location,"National Palace of Culture, Sofia",bulgaria-2007-cls-event,Project description,conflicting,Organizer and executive summary agree; working paper instead names Park Hotel Moskva.
bulgaria-2007,location,"Park Hotel Moskva, Sofia",bulgaria-2007-roma-working-paper,"PDF p.4, About the Bulgarian Deliberative Poll",conflicting,Paper also calls it first Bulgarian poll despite documented 2002 event; preserve as source-version conflict.
bulgaria-2007,participants,"1,344 baseline questionnaires; 255 attendees assigned to 17 groups",bulgaria-2007-roma-working-paper,PDF p.4,reported,
northern-ireland-2007,event_dates,27 January 2007,northern-ireland-2007-stanford-event,Event description,reported,
northern-ireland-2007,location,"Omagh, Northern Ireland",northern-ireland-2007-stanford-event,Event description,reported,
northern-ireland-2007,population,Parents of school-aged children in the Omagh area,northern-ireland-2007-stanford-event,Event description,reported,
northern-ireland-2007,mode,In-person Catholic and Protestant small-group discussions and expert plenaries,northern-ireland-2007-stanford-event,Event description,reported,
northern-ireland-2007,topics,Local education provision and school organization,northern-ireland-2007-stanford-event,Event description,reported,
northern-ireland-2007,organizers,"Newcastle University-led team, Stanford Centre for Deliberative Democracy and Queen’s University Belfast School of Education",northern-ireland-2007-local-material-2001cfa6b043a14c-northern-ireland-2007,PDF pp.6–8,reported,
northern-ireland-2007,recruitment,"Door-to-door interviews across Omagh District Council area, followed by invitation",northern-ireland-2007-local-material-2001cfa6b043a14c-northern-ireland-2007,PDF pp.6–8,reported,
northern-ireland-2007,participants,565 initial door-to-door interviews; 127 event participants,northern-ireland-2007-local-material-2001cfa6b043a14c-northern-ireland-2007,PDF pp.6–8,reported,
europolis-2009,event_dates,29–31 May 2009,europolis-2009-cordis-report,Project Context and Objectives; experimental design paragraphs,reported,
europolis-2009,location,"Brussels, Belgium",europolis-2009-cordis-report,Project Context and Objectives; experimental design paragraphs,reported,
europolis-2009,participants,"Initial recruitment panels about 3,000 test and 1,300 control; 600 invitations; 348 attended; 729 control respondents at follow-up",europolis-2009-cordis-report,Project Context and Objectives; experimental design paragraphs,reported,
europolis-2009,recruitment,April 2009 random-digit-dial telephone interviews with national quotas; random invitation subset,europolis-2009-cordis-report,Project Context and Objectives; experimental design paragraphs,reported,
europolis-2009,population,Citizens from all 27 EU member states,europolis-2009-cordis-report,Project Context and Objectives; experimental design paragraphs,reported,
europolis-2009,topics,Immigration and climate change in the European Parliament election context,europolis-2009-cordis-report,Project Context and Objectives; experimental design paragraphs,reported,
europolis-2009,mode,In-person multinational deliberation; separate telephone panel control group,europolis-2009-cordis-report,Project Context and Objectives; experimental design paragraphs,reported,
europolis-2009,organizers,Europolis research consortium; TNS conducted sampling and interviewing,europolis-2009-europolis-paper,PDF p.7,reported,
tanzania-2015,event_dates,Two-day event in April 2015; exact days not established here,tanzania-2015-resource-curse-paper,"PDF pp.13–16, sections 3.1–3.2",reported,
tanzania-2015,location,"Dar es Salaam, Tanzania",tanzania-2015-resource-curse-paper,"PDF pp.13–16, sections 3.1–3.2",reported,
tanzania-2015,participants,"Target baseline sample 2,000 adults; 702 information-treatment invitees complied; 401 invited to deliberation, 370 attended in 25 groups",tanzania-2015-resource-curse-paper,"PDF pp.13–16, sections 3.1–3.2",reported,
tanzania-2015,recruitment,20 districts and 200 clusters sampled proportional to size; household random walks and electronic random adult selection; event travel/accommodation provided,tanzania-2015-resource-curse-paper,"PDF pp.13–16, sections 3.1–3.2",reported,
tanzania-2015,population,Adult Tanzanians in rural and urban sampling frame,tanzania-2015-resource-curse-paper,"PDF pp.13–16, sections 3.1–3.2",reported,
tanzania-2015,mode,In-person deliberation; baseline face-to-face interviews and telephone follow-up,tanzania-2015-resource-curse-paper,"PDF pp.13–16, sections 3.1–3.2",reported,
tanzania-2015,topics,"Natural-gas revenue allocation, investment, transfers, governance and transparency",tanzania-2015-resource-curse-paper,"PDF pp.13–16, sections 3.1–3.2",reported,
tanzania-2015,organizers,Center for Global Development and REPOA with Stanford deliberative-poll researchers,tanzania-2015-cgd-project,Project description and credits,reported,
amr-2024,event_dates,June–August 2024; country-specific exact dates not reported in inspected text,amr-2024-amr-v2-paper,Abstract; Methods and Recruitment; Results Table 3,reported,
amr-2024,location,"Online across Brazil, Colombia, Nigeria, Tanzania, India and Indonesia",amr-2024-amr-v2-paper,Abstract; Methods and Recruitment; Results Table 3,reported,
amr-2024,organizers,Stanford Deliberative Democracy Lab and The Trinity Challenge,amr-2024-amr-v2-paper,Abstract; Methods and Recruitment; Results Table 3,reported,
amr-2024,participants,"2,419 total: 1,280 intervention participants and 1,139 controls",amr-2024-amr-v2-paper,Abstract; Methods and Recruitment; Results Table 3,reported,
amr-2024,population,Adult populations in six selected middle-income countries,amr-2024-amr-v2-paper,Abstract; Methods and Recruitment; Results Table 3,reported,
amr-2024,recruitment,YouGov opt-in panels in India/Brazil/Colombia; RDR address/phone sampling in Nigeria/Tanzania; Alvara in Indonesia,amr-2024-amr-v2-paper,Abstract; Methods and Recruitment; Results Table 3,reported,
amr-2024,topics,"45 AMR policy proposals covering access, stewardship, infection prevention, food security, awareness, targets and surveillance",amr-2024-amr-v2-paper,Abstract; Methods and Recruitment; Results Table 3,reported,
amr-2024,mode,Online small-group deliberation and expert plenaries; controls completed surveys only,amr-2024-amr-v2-paper,Methods,conflicting,"Current catalog says face-to-face; this evidence is proposed metadata, not a recode or catalog edit."
bulgaria-crime-2002,event_dates,12–13 October 2002,bulgaria-crime-2002-local-material-025f70acbb91c4dd-bulgaria-crime-2002,PDF p.1,reported,
bulgaria-crime-2002,location,"National Palace of Culture, Sofia",bulgaria-crime-2002-local-material-025f70acbb91c4dd-bulgaria-crime-2002,PDF p.1,reported,
bulgaria-crime-2002,organizers,"Centre for Liberal Strategies, Alpha Research and bTV",bulgaria-crime-2002-local-material-025f70acbb91c4dd-bulgaria-crime-2002,PDF p.1,reported,
bulgaria-crime-2002,recruitment,National random sample invited to one deliberative site,bulgaria-crime-2002-local-material-025f70acbb91c4dd-bulgaria-crime-2002,PDF p.1,reported,
bulgaria-crime-2002,population,Bulgarian citizenry,bulgaria-crime-2002-local-material-025f70acbb91c4dd-bulgaria-crime-2002,PDF p.1,reported,
bulgaria-crime-2002,mode,In-person weekend with televised panels,bulgaria-crime-2002-local-material-025f70acbb91c4dd-bulgaria-crime-2002,PDF p.1,reported,
bulgaria-crime-2002,topics,"Criminal punishment, police/investigation institutions, economic causes, drugs and media",bulgaria-crime-2002-local-material-025f70acbb91c4dd-bulgaria-crime-2002,PDF p.1,reported,
uk-eu-1995,event_dates,May 1995 in parliamentary testimony,uk-eu-1995-canadian-testimony,Discussion of second British deliberative poll on Britain’s future in Europe,conflicting,Research article Considered Opinions gives June 1995; retain both until source fieldwork/broadcast records establish timing.
