poll_id,legacy_field,historical_rows,historical_observed,canonical_definition,status,evidence,blocker
australia-republic-1999,aus.republican1,347,347,aus.republican1,not-yet-reconstructed,vault/cdd/scripts/aus_republic.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
australia-republic-1999,aus.republican2,347,347,aus.republican2,not-yet-reconstructed,vault/cdd/scripts/aus_republic.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
australia-republic-1999,bettered,347,347,bettered,not-yet-reconstructed,vault/cdd/scripts/aus_republic.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
uk-crime-1994,readbrief,299,0,read_briefing@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,t1know,299,299,knowledge_t1@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,t1knowr,299,0,knowledge_issue_t1@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,t1knowcor,299,299,knowledge_joint@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,t2know,299,299,knowledge_t2@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,ppage,299,299,age@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,educ4,299,299,education_four@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,minority,299,298,minority@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,hhincome,299,0,household_income@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,female,299,299,female@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,attextreme,299,299,attitude_extremity@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,highinc,299,0,high_income@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,t1polint,299,0,political_interest_t1@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,t1knowcor2,299,0,knowledge_joint_midterm@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,t12know,299,0,knowledge_midterm@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,t12knowcor,299,0,knowledge_midterm_joint@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,attextreme2,299,0,attitude_extremity_midterm@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,t1knowrcor,299,0,knowledge_issue_joint@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,t2knowr,299,0,knowledge_issue_t2@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,knowgain,299,299,knowledge_gain@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,knowgain2,299,299,knowledge_gain_joint@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,logpk,299,299,log_knowledge_joint@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,tobitpk,299,299,high_knowledge_joint@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,knowgainr,299,0,knowledge_issue_gain@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,knowgainr2,299,0,knowledge_issue_gain_joint@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,educ3,299,299,education_three@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,ukcrime.rootcauset1,299,299,root_causes_t1@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,ukcrime.policet1,299,299,policing_t1@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,ukcrime.punisht1,299,299,punishment_t1@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,ukcrime.procrightst1,299,299,procedural_restrictions_t1@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,ukcrime.selfprotectt1,299,299,self_protection_t1@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,ukcrime.rootcauset2,299,299,root_causes_t2@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,ukcrime.policet2,299,299,policing_t2@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,ukcrime.punisht2,299,299,punishment_t2@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,ukcrime.procrightst2,299,298,procedural_restrictions_t2@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,ukcrime.selfprotectt2,299,299,self_protection_t2@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
uk-crime-1994,bettered,299,299,higher_education@historical-v1,implemented,R/respondent_crime.R; docs/poll-issues.md UKC-01-03,
tomorrows-europe-2007,readbrief,344,331,readbrief,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,t1know,344,344,t1know,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,t1knowr,344,344,t1know,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,t1knowcor,344,344,t1knowcor,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,t2know,344,344,t2know,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,ppage,344,344,ppage,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,educ4,344,326,educ4,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,minority,344,0,minority,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,hhincome,344,0,hhincome,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,female,344,344,female,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,attextreme,344,344,attextreme,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,highinc,344,0,highinc,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,t1polint,344,0,t1polint,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,t1knowcor2,344,344,t1knowcor2,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,t12know,344,344,t12know,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,t12knowcor,344,344,t12knowcor,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,attextreme2,344,337,attextreme2,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,t1knowrcor,344,344,t1knowcor,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,t2knowr,344,344,t2know,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,knowgain,344,344,knowgain,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,knowgain2,344,344,knowgain2,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,logpk,344,344,logpk,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,tobitpk,344,344,tobitpk,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,knowgainr,344,344,knowgain,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,knowgainr2,344,344,knowgain2,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,educ3,344,326,educ3,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.support_eu_membership_t1,344,339,eu.support_eu_membership_t1,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.att_towards_privatization_t1,344,335,eu.att_towards_privatization_t1,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.attitude_towards_migration_t1,344,339,eu.attitude_towards_migration_t1,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.mil_att_11_12_t1,344,344,eu.mil_att_11_12_t1,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.t1q11b,344,320,eu.t1q11b,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.turkey_enlargement_att_t1,344,337,eu.turkey_enlargement_att_t1,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.eu_veto_support_t1,344,341,eu.eu_veto_support_t1,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.support_eu_membership_t2,344,329,eu.support_eu_membership_t2,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.att_towards_privatization_t2,344,326,eu.att_towards_privatization_t2,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.attitude_towards_migration_t2,344,331,eu.attitude_towards_migration_t2,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.mil_att_11_12_t2,344,332,eu.mil_att_11_12_t2,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.t2q11br,344,315,eu.t2q11br,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.turkey_enlargement_att_t2,344,326,eu.turkey_enlargement_att_t2,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.eu_veto_support_t2,344,322,eu.eu_veto_support_t2,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.pay_for_pension_1_t2_r,344,330,eu.pay_for_pension_1_t2_r,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.free_trade_index_t2,344,332,eu.free_trade_index_t2,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.general_enlargement_att_f_t2,344,331,eu.general_enlargement_att_f_t2,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.eu_level_decision_making_t2,344,328,eu.eu_level_decision_making_t2,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.t2q16jr,344,313,eu.t2q16jr,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.support_eu_membership_t3,344,332,eu.support_eu_membership_t3,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.att_towards_privatization_t3,344,328,eu.att_towards_privatization_t3,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.attitude_towards_migration_t3,344,331,eu.attitude_towards_migration_t3,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.mil_att_11_12_t3,344,339,eu.mil_att_11_12_t3,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.t3q11br,344,324,eu.t3q11br,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.turkey_enlargement_att_t3,344,330,eu.turkey_enlargement_att_t3,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.eu_veto_support_t3,344,329,eu.eu_veto_support_t3,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.pay_for_pension_1_t3_r,344,331,eu.pay_for_pension_1_t3_r,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.free_trade_index_t3,344,336,eu.free_trade_index_t3,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.general_enlargement_att_f_t3,344,333,eu.general_enlargement_att_f_t3,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.eu_level_decision_making_t3,344,331,eu.eu_level_decision_making_t3,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,eu.t3q16jr,344,329,eu.t3q16jr,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
tomorrows-europe-2007,bettered,344,326,bettered,not-yet-reconstructed,vault/cdd/scripts/eu_2007.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
cpl-1996,readbrief,216,0,read_briefing@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,t1know,216,216,knowledge_t1@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,t1knowr,216,216,knowledge_t1@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,t1knowcor,216,216,knowledge_joint@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,t2know,216,216,knowledge_t2@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,ppage,216,215,age@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,educ4,216,213,education_four@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,minority,216,215,minority@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,hhincome,216,198,household_income@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,female,216,216,female@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,attextreme,216,216,attitude_extremity@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,highinc,216,198,high_income@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,t1polint,216,0,political_interest_t1@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,t1knowcor2,216,0,knowledge_joint_midterm@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,t12know,216,0,knowledge_midterm@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,t12knowcor,216,0,knowledge_midterm_joint@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,attextreme2,216,0,attitude_extremity_midterm@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,t1knowrcor,216,216,knowledge_joint@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,t2knowr,216,216,knowledge_t2@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,knowgain,216,216,knowledge_gain@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,knowgain2,216,216,knowledge_gain_joint@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,logpk,216,216,log_knowledge_joint@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,tobitpk,216,216,high_knowledge_joint@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,knowgainr,216,216,knowledge_gain@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,knowgainr2,216,216,knowledge_gain_joint@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,educ3,216,213,education_three@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,cpl.t1res,216,215,research_t1@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,cpl.t1cons,216,215,conservation_t1@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,cpl.t1poor,216,214,low_income_support_t1@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,cpl.t1renew,216,214,renewables_t1@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,cpl.t1fossil,216,201,fossil_fuels_t1@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,cpl.t1buypwr,216,199,imported_power_t1@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,cpl.t2res,216,215,research_t2@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,cpl.t2cons,216,215,conservation_t2@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,cpl.t2poor,216,215,low_income_support_t2@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,cpl.t2renew,216,216,renewables_t2@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,cpl.t2fossil,216,212,fossil_fuels_t2@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,cpl.t2buypwr,216,213,imported_power_t2@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
cpl-1996,bettered,216,213,higher_education@historical-v1,implemented,R/respondent_utilities.R; docs/poll-issues.md CPL-01-03; historical tx_cpl.R and 05_fix_data.R,
zeguo-2005,readbrief,233,0,readbrief,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,t1know,233,233,t1know,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,t1knowr,233,233,t1know,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,t1knowcor,233,233,t1knowcor,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,t2know,233,233,t2know,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,ppage,233,214,ppage,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,educ4,233,205,educ4,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,minority,233,0,minority,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,hhincome,233,0,hhincome,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,female,233,225,female,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,attextreme,233,233,attextreme,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,highinc,233,0,highinc,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,t1polint,233,0,t1polint,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,t1knowcor2,233,0,t1knowcor2,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,t12know,233,0,t12know,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,t12knowcor,233,0,t12knowcor,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,attextreme2,233,0,attextreme2,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,t1knowrcor,233,233,t1knowcor,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,t2knowr,233,233,t2know,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,knowgain,233,233,knowgain,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,knowgain2,233,233,knowgain2,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,logpk,233,233,logpk,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
zeguo-2005,tobitpk,233,233,tobitpk,source-unresolved,vault/cdd/scripts/china_2005.r,china_2005.r names a merged .dta and preandpost filter; reconcile archived .sav/.dta versions and respondent p before public import
