poll_id,material_type,status,notes,checked_references
uk-eu-1995,questionnaires,not-found,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",uk-eu-1995-local-cdd-uk-eu-variables;uk-eu-1995-local-cdd-uk-eu-value-labels;uk-eu-1995-local-cdd-uk-eu-codebook;uk-eu-1995-local-material-6eaeae118f40db64-uk-eu-1995;uk-eu-1995-local-material-7731a4ce1a2d98a7-uk-eu-1995;uk-eu-1995-local-material-7ad6c3c2eb5f0731-uk-eu-1995;uk-eu-1995-local-material-3d9d41d8bc592937-uk-eu-1995;uk-eu-1995-local-material-29cbe30c018c2d68-uk-eu-1995;uk-eu-1995-download-material-29cbe30c018c2d68;uk-eu-1995-considered-opinions
uk-eu-1995,briefing-materials,not-found,No event-specific briefing file located in inspected local poll manifests or official project/research links; not evidence that no briefing existed.,uk-eu-1995-local-cdd-uk-eu-variables;uk-eu-1995-local-cdd-uk-eu-value-labels;uk-eu-1995-local-cdd-uk-eu-codebook;uk-eu-1995-local-material-6eaeae118f40db64-uk-eu-1995;uk-eu-1995-local-material-7731a4ce1a2d98a7-uk-eu-1995;uk-eu-1995-local-material-7ad6c3c2eb5f0731-uk-eu-1995;uk-eu-1995-local-material-3d9d41d8bc592937-uk-eu-1995;uk-eu-1995-local-material-29cbe30c018c2d68-uk-eu-1995;uk-eu-1995-download-material-29cbe30c018c2d68;uk-eu-1995-considered-opinions
uk-eu-1995,event-reports,external-only,"Contemporaneous parliamentary event account located, but no dedicated final poll report; its May date conflicts with later research June date.",uk-eu-1995-local-cdd-uk-eu-variables;uk-eu-1995-local-cdd-uk-eu-value-labels;uk-eu-1995-local-cdd-uk-eu-codebook;uk-eu-1995-local-material-6eaeae118f40db64-uk-eu-1995;uk-eu-1995-local-material-7731a4ce1a2d98a7-uk-eu-1995;uk-eu-1995-local-material-7ad6c3c2eb5f0731-uk-eu-1995;uk-eu-1995-local-material-3d9d41d8bc592937-uk-eu-1995;uk-eu-1995-local-material-29cbe30c018c2d68-uk-eu-1995;uk-eu-1995-download-material-29cbe30c018c2d68;uk-eu-1995-considered-opinions;uk-eu-1995-canadian-testimony
uk-eu-1995,papers,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",uk-eu-1995-local-material-6eaeae118f40db64-uk-eu-1995;uk-eu-1995-local-material-7ad6c3c2eb5f0731-uk-eu-1995;uk-eu-1995-local-material-3d9d41d8bc592937-uk-eu-1995;uk-eu-1995-local-material-29cbe30c018c2d68-uk-eu-1995;uk-eu-1995-download-material-29cbe30c018c2d68;uk-eu-1995-considered-opinions
uk-eu-1995,codebooks,partial,Generated variable/value-label dictionaries available where listed; a complete fielded codebook and all missing-value/routing instructions are not thereby established.,uk-eu-1995-local-cdd-uk-eu-variables;uk-eu-1995-local-cdd-uk-eu-value-labels;uk-eu-1995-local-cdd-uk-eu-codebook
uk-monarchy-1996,questionnaires,not-found,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",uk-monarchy-1996-local-cdd-uk-monarchy-1996-variables;uk-monarchy-1996-local-cdd-uk-monarchy-1996-value-labels;uk-monarchy-1996-local-cdd-uk-monarchy-1996-codebook;uk-monarchy-1996-local-material-6eaeae118f40db64-uk-monarchy-1996;uk-monarchy-1996-local-material-7731a4ce1a2d98a7-uk-monarchy-1996;uk-monarchy-1996-local-material-7ad6c3c2eb5f0731-uk-monarchy-1996;uk-monarchy-1996-local-material-3d9d41d8bc592937-uk-monarchy-1996;uk-monarchy-1996-local-material-29cbe30c018c2d68-uk-monarchy-1996;uk-monarchy-1996-uk-comparative-paper;uk-monarchy-1996-considered-opinions
uk-monarchy-1996,briefing-materials,not-found,No event-specific briefing file located in inspected local poll manifests or official project/research links; not evidence that no briefing existed.,uk-monarchy-1996-local-cdd-uk-monarchy-1996-variables;uk-monarchy-1996-local-cdd-uk-monarchy-1996-value-labels;uk-monarchy-1996-local-cdd-uk-monarchy-1996-codebook;uk-monarchy-1996-local-material-6eaeae118f40db64-uk-monarchy-1996;uk-monarchy-1996-local-material-7731a4ce1a2d98a7-uk-monarchy-1996;uk-monarchy-1996-local-material-7ad6c3c2eb5f0731-uk-monarchy-1996;uk-monarchy-1996-local-material-3d9d41d8bc592937-uk-monarchy-1996;uk-monarchy-1996-local-material-29cbe30c018c2d68-uk-monarchy-1996;uk-monarchy-1996-uk-comparative-paper;uk-monarchy-1996-considered-opinions
uk-monarchy-1996,event-reports,not-found,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",uk-monarchy-1996-local-cdd-uk-monarchy-1996-variables;uk-monarchy-1996-local-cdd-uk-monarchy-1996-value-labels;uk-monarchy-1996-local-cdd-uk-monarchy-1996-codebook;uk-monarchy-1996-local-material-6eaeae118f40db64-uk-monarchy-1996;uk-monarchy-1996-local-material-7731a4ce1a2d98a7-uk-monarchy-1996;uk-monarchy-1996-local-material-7ad6c3c2eb5f0731-uk-monarchy-1996;uk-monarchy-1996-local-material-3d9d41d8bc592937-uk-monarchy-1996;uk-monarchy-1996-local-material-29cbe30c018c2d68-uk-monarchy-1996;uk-monarchy-1996-uk-comparative-paper;uk-monarchy-1996-considered-opinions
uk-monarchy-1996,papers,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",uk-monarchy-1996-local-material-6eaeae118f40db64-uk-monarchy-1996;uk-monarchy-1996-local-material-7ad6c3c2eb5f0731-uk-monarchy-1996;uk-monarchy-1996-local-material-3d9d41d8bc592937-uk-monarchy-1996;uk-monarchy-1996-local-material-29cbe30c018c2d68-uk-monarchy-1996;uk-monarchy-1996-uk-comparative-paper;uk-monarchy-1996-considered-opinions
uk-monarchy-1996,codebooks,partial,Generated variable/value-label dictionaries available where listed; a complete fielded codebook and all missing-value/routing instructions are not thereby established.,uk-monarchy-1996-local-cdd-uk-monarchy-1996-variables;uk-monarchy-1996-local-cdd-uk-monarchy-1996-value-labels;uk-monarchy-1996-local-cdd-uk-monarchy-1996-codebook
uk-general-election-1997,questionnaires,not-found,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",uk-general-election-1997-local-cdd-uk-general-election-1997-variables;uk-general-election-1997-local-cdd-uk-general-election-1997-value-labels;uk-general-election-1997-local-cdd-uk-general-election-1997-codebook;uk-general-election-1997-local-material-6eaeae118f40db64-uk-general-election-1997;uk-general-election-1997-local-material-77127c12491dcc60-uk-general-election-1997;uk-general-election-1997-local-material-7731a4ce1a2d98a7-uk-general-election-1997;uk-general-election-1997-local-material-1a6478af06bb3df1-uk-general-election-1997;uk-general-election-1997-local-material-7ad6c3c2eb5f0731-uk-general-election-1997;uk-general-election-1997-local-material-3d9d41d8bc592937-uk-general-election-1997;uk-general-election-1997-local-material-29cbe30c018c2d68-uk-general-election-1997;uk-general-election-1997-uk-comparative-paper;uk-general-election-1997-considered-opinions;uk-general-election-1997-election-design
uk-general-election-1997,briefing-materials,not-found,No event-specific briefing file located in inspected local poll manifests or official project/research links; not evidence that no briefing existed.,uk-general-election-1997-local-cdd-uk-general-election-1997-variables;uk-general-election-1997-local-cdd-uk-general-election-1997-value-labels;uk-general-election-1997-local-cdd-uk-general-election-1997-codebook;uk-general-election-1997-local-material-6eaeae118f40db64-uk-general-election-1997;uk-general-election-1997-local-material-77127c12491dcc60-uk-general-election-1997;uk-general-election-1997-local-material-7731a4ce1a2d98a7-uk-general-election-1997;uk-general-election-1997-local-material-1a6478af06bb3df1-uk-general-election-1997;uk-general-election-1997-local-material-7ad6c3c2eb5f0731-uk-general-election-1997;uk-general-election-1997-local-material-3d9d41d8bc592937-uk-general-election-1997;uk-general-election-1997-local-material-29cbe30c018c2d68-uk-general-election-1997;uk-general-election-1997-uk-comparative-paper;uk-general-election-1997-considered-opinions;uk-general-election-1997-election-design
uk-general-election-1997,event-reports,not-found,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",uk-general-election-1997-local-cdd-uk-general-election-1997-variables;uk-general-election-1997-local-cdd-uk-general-election-1997-value-labels;uk-general-election-1997-local-cdd-uk-general-election-1997-codebook;uk-general-election-1997-local-material-6eaeae118f40db64-uk-general-election-1997;uk-general-election-1997-local-material-77127c12491dcc60-uk-general-election-1997;uk-general-election-1997-local-material-7731a4ce1a2d98a7-uk-general-election-1997;uk-general-election-1997-local-material-1a6478af06bb3df1-uk-general-election-1997;uk-general-election-1997-local-material-7ad6c3c2eb5f0731-uk-general-election-1997;uk-general-election-1997-local-material-3d9d41d8bc592937-uk-general-election-1997;uk-general-election-1997-local-material-29cbe30c018c2d68-uk-general-election-1997;uk-general-election-1997-uk-comparative-paper;uk-general-election-1997-considered-opinions;uk-general-election-1997-election-design
uk-general-election-1997,papers,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",uk-general-election-1997-local-material-6eaeae118f40db64-uk-general-election-1997;uk-general-election-1997-local-material-77127c12491dcc60-uk-general-election-1997;uk-general-election-1997-local-material-1a6478af06bb3df1-uk-general-election-1997;uk-general-election-1997-local-material-7ad6c3c2eb5f0731-uk-general-election-1997;uk-general-election-1997-local-material-3d9d41d8bc592937-uk-general-election-1997;uk-general-election-1997-local-material-29cbe30c018c2d68-uk-general-election-1997;uk-general-election-1997-uk-comparative-paper;uk-general-election-1997-considered-opinions;uk-general-election-1997-election-design
uk-general-election-1997,codebooks,partial,Generated variable/value-label dictionaries available where listed; a complete fielded codebook and all missing-value/routing instructions are not thereby established.,uk-general-election-1997-local-cdd-uk-general-election-1997-variables;uk-general-election-1997-local-cdd-uk-general-election-1997-value-labels;uk-general-election-1997-local-cdd-uk-general-election-1997-codebook
uk-health-1998,questionnaires,not-found,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",uk-health-1998-local-cdd-uk-health-variables;uk-health-1998-local-cdd-uk-health-value-labels;uk-health-1998-local-material-6eaeae118f40db64-uk-health-1998;uk-health-1998-local-material-7731a4ce1a2d98a7-uk-health-1998;uk-health-1998-local-material-7ad6c3c2eb5f0731-uk-health-1998;uk-health-1998-local-material-3d9d41d8bc592937-uk-health-1998;uk-health-1998-local-material-29cbe30c018c2d68-uk-health-1998;uk-health-1998-uk-comparative-paper;uk-health-1998-considered-opinions;uk-health-1998-health-project-report
uk-health-1998,briefing-materials,not-found,No event-specific briefing file located in inspected local poll manifests or official project/research links; not evidence that no briefing existed.,uk-health-1998-local-cdd-uk-health-variables;uk-health-1998-local-cdd-uk-health-value-labels;uk-health-1998-local-material-6eaeae118f40db64-uk-health-1998;uk-health-1998-local-material-7731a4ce1a2d98a7-uk-health-1998;uk-health-1998-local-material-7ad6c3c2eb5f0731-uk-health-1998;uk-health-1998-local-material-3d9d41d8bc592937-uk-health-1998;uk-health-1998-local-material-29cbe30c018c2d68-uk-health-1998;uk-health-1998-uk-comparative-paper;uk-health-1998-considered-opinions;uk-health-1998-health-project-report
uk-health-1998,event-reports,external-only,"Project report identified and its section 3 inspected through indexed text; direct PDF download failed. It is a project report, not the complete questionnaire.",uk-health-1998-health-project-report
uk-health-1998,papers,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",uk-health-1998-local-material-6eaeae118f40db64-uk-health-1998;uk-health-1998-local-material-7ad6c3c2eb5f0731-uk-health-1998;uk-health-1998-local-material-3d9d41d8bc592937-uk-health-1998;uk-health-1998-local-material-29cbe30c018c2d68-uk-health-1998;uk-health-1998-uk-comparative-paper;uk-health-1998-considered-opinions
uk-health-1998,codebooks,partial,Generated variable/value-label dictionaries available where listed; a complete fielded codebook and all missing-value/routing instructions are not thereby established.,uk-health-1998-local-cdd-uk-health-variables;uk-health-1998-local-cdd-uk-health-value-labels
australia-republic-1999,questionnaires,not-found,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",australia-republic-1999-stanford-event;australia-republic-1999-local-cdd-australia-republic-1999-survey-variables;australia-republic-1999-local-cdd-australia-republic-1999-survey-value-labels;australia-republic-1999-local-cdd-australia-republic-1999-codebook;australia-republic-1999-local-material-218f80d359921e91-australia-republic-1999;australia-republic-1999-local-material-7731a4ce1a2d98a7-australia-republic-1999;australia-republic-1999-local-material-a7a3c9c03cb4f75a-australia-republic-1999;australia-republic-1999-local-material-7ad6c3c2eb5f0731-australia-republic-1999;australia-republic-1999-referendum-paper;australia-republic-1999-british-comparative-overview
australia-republic-1999,briefing-materials,not-found,No event-specific briefing file located in inspected local poll manifests or official project/research links; not evidence that no briefing existed.,australia-republic-1999-stanford-event;australia-republic-1999-local-cdd-australia-republic-1999-survey-variables;australia-republic-1999-local-cdd-australia-republic-1999-survey-value-labels;australia-republic-1999-local-cdd-australia-republic-1999-codebook;australia-republic-1999-local-material-218f80d359921e91-australia-republic-1999;australia-republic-1999-local-material-7731a4ce1a2d98a7-australia-republic-1999;australia-republic-1999-local-material-a7a3c9c03cb4f75a-australia-republic-1999;australia-republic-1999-local-material-7ad6c3c2eb5f0731-australia-republic-1999;australia-republic-1999-referendum-paper;australia-republic-1999-british-comparative-overview
australia-republic-1999,event-reports,external-only,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",australia-republic-1999-stanford-event
australia-republic-1999,papers,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",australia-republic-1999-local-material-218f80d359921e91-australia-republic-1999;australia-republic-1999-local-material-a7a3c9c03cb4f75a-australia-republic-1999;australia-republic-1999-local-material-7ad6c3c2eb5f0731-australia-republic-1999;australia-republic-1999-referendum-paper;australia-republic-1999-british-comparative-overview
australia-republic-1999,codebooks,partial,Generated variable/value-label dictionaries available where listed; a complete fielded codebook and all missing-value/routing instructions are not thereby established.,australia-republic-1999-local-cdd-australia-republic-1999-survey-variables;australia-republic-1999-local-cdd-australia-republic-1999-survey-value-labels;australia-republic-1999-local-cdd-australia-republic-1999-codebook
denmark-euro-2000,questionnaires,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",denmark-euro-2000-local-cdd-denmark-euro-2000-questionnaire;denmark-euro-2000-local-material-ee26ba3b4b986754-denmark-euro-2000
denmark-euro-2000,briefing-materials,not-found,No event-specific briefing file located in inspected local poll manifests or official project/research links; not evidence that no briefing existed.,denmark-euro-2000-stanford-event;denmark-euro-2000-local-cdd-denmark-euro-2000-survey-variables;denmark-euro-2000-local-cdd-denmark-euro-2000-survey-value-labels;denmark-euro-2000-local-cdd-denmark-euro-2000-departure-variables;denmark-euro-2000-local-cdd-denmark-euro-2000-departure-value-labels;denmark-euro-2000-local-cdd-denmark-euro-2000-questionnaire;denmark-euro-2000-local-material-ee26ba3b4b986754-denmark-euro-2000;denmark-euro-2000-local-material-74c9b79b98a13028-denmark-euro-2000;denmark-euro-2000-local-material-c14992b83e1071df-denmark-euro-2000;denmark-euro-2000-local-material-63b8bfe9d098fd38-denmark-euro-2000;denmark-euro-2000-download-material-c14992b83e1071df;denmark-euro-2000-download-material-63b8bfe9d098fd38
denmark-euro-2000,event-reports,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",denmark-euro-2000-stanford-event;denmark-euro-2000-local-material-74c9b79b98a13028-denmark-euro-2000
denmark-euro-2000,papers,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",denmark-euro-2000-local-material-c14992b83e1071df-denmark-euro-2000;denmark-euro-2000-local-material-63b8bfe9d098fd38-denmark-euro-2000;denmark-euro-2000-download-material-c14992b83e1071df;denmark-euro-2000-download-material-63b8bfe9d098fd38
denmark-euro-2000,codebooks,partial,Generated variable/value-label dictionaries available where listed; a complete fielded codebook and all missing-value/routing instructions are not thereby established.,denmark-euro-2000-local-cdd-denmark-euro-2000-survey-variables;denmark-euro-2000-local-cdd-denmark-euro-2000-survey-value-labels;denmark-euro-2000-local-cdd-denmark-euro-2000-departure-variables;denmark-euro-2000-local-cdd-denmark-euro-2000-departure-value-labels
zeguo-2005,questionnaires,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",zeguo-2005-local-cdd-zeguo-2005-survey-source-materials-questionnaire-alternative-doc;zeguo-2005-local-cdd-zeguo-2005-survey-source-materials-questionnaire-doc
zeguo-2005,briefing-materials,not-found,No event-specific briefing file located in inspected local poll manifests or official project/research links; not evidence that no briefing existed.,zeguo-2005-stanford-event;zeguo-2005-local-material-200a7dbb56cc4ee8-zeguo-2005;zeguo-2005-local-material-7731a4ce1a2d98a7-zeguo-2005;zeguo-2005-local-material-a8dcbc6a800da6df-zeguo-2005;zeguo-2005-local-material-8e14cef76edb31bd-zeguo-2005;zeguo-2005-local-cdd-zeguo-2005-survey-source-materials-questionnaire-alternative-doc;zeguo-2005-local-cdd-zeguo-2005-survey-source-materials-questionnaire-doc;zeguo-2005-local-cdd-zeguo-2005-survey-value-labels-csv;zeguo-2005-local-cdd-zeguo-2005-survey-variables-csv;zeguo-2005-local-material-522e49dd28f72e9d-zeguo-2005;zeguo-2005-download-material-522e49dd28f72e9d;zeguo-2005-china-bjps
zeguo-2005,event-reports,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",zeguo-2005-stanford-event;zeguo-2005-local-material-a8dcbc6a800da6df-zeguo-2005
zeguo-2005,papers,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",zeguo-2005-local-material-200a7dbb56cc4ee8-zeguo-2005;zeguo-2005-local-material-8e14cef76edb31bd-zeguo-2005;zeguo-2005-local-material-522e49dd28f72e9d-zeguo-2005;zeguo-2005-download-material-522e49dd28f72e9d;zeguo-2005-china-bjps
zeguo-2005,codebooks,partial,Generated variable/value-label dictionaries available where listed; a complete fielded codebook and all missing-value/routing instructions are not thereby established.,zeguo-2005-local-cdd-zeguo-2005-survey-value-labels-csv;zeguo-2005-local-cdd-zeguo-2005-survey-variables-csv
marousi-2006,questionnaires,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",marousi-2006-local-marousi-questionnaire;marousi-2006-local-material-e4ff48dd7ec7136b-marousi-2006
marousi-2006,briefing-materials,not-found,No event-specific briefing file located in inspected local poll manifests or official project/research links; not evidence that no briefing existed.,marousi-2006-stanford-event;marousi-2006-local-marousi-questionnaire;marousi-2006-local-marousi-knowledge-distributions;marousi-2006-local-material-e4ff48dd7ec7136b-marousi-2006;marousi-2006-local-material-7da07755d2a41276-marousi-2006;marousi-2006-local-material-155b82dabd668a4c-marousi-2006;marousi-2006-download-material-155b82dabd668a4c;marousi-2006-athens-paper
marousi-2006,event-reports,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",marousi-2006-stanford-event;marousi-2006-local-marousi-knowledge-distributions;marousi-2006-local-material-7da07755d2a41276-marousi-2006
marousi-2006,papers,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",marousi-2006-local-material-155b82dabd668a4c-marousi-2006;marousi-2006-download-material-155b82dabd668a4c;marousi-2006-athens-paper
marousi-2006,codebooks,not-found,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",marousi-2006-stanford-event;marousi-2006-local-marousi-questionnaire;marousi-2006-local-marousi-knowledge-distributions;marousi-2006-local-material-e4ff48dd7ec7136b-marousi-2006;marousi-2006-local-material-7da07755d2a41276-marousi-2006;marousi-2006-local-material-155b82dabd668a4c-marousi-2006;marousi-2006-download-material-155b82dabd668a4c;marousi-2006-athens-paper
tomorrows-europe-2007,questionnaires,partial,Local post questionnaire available; complete fielded baseline/arrival and all translated versions not established.,tomorrows-europe-2007-local-cdd-tomorrows-europe-2007-questionnaire-post
tomorrows-europe-2007,briefing-materials,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",tomorrows-europe-2007-local-material-f90287898da63cab-tomorrows-europe-2007;tomorrows-europe-2007-download-material-f90287898da63cab;tomorrows-europe-2007-english-briefing
tomorrows-europe-2007,event-reports,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",tomorrows-europe-2007-stanford-event;tomorrows-europe-2007-local-material-9710e3ebbfe9a06b-tomorrows-europe-2007;tomorrows-europe-2007-local-material-37b35008f0af201c-tomorrows-europe-2007;tomorrows-europe-2007-notre-europe-launch
tomorrows-europe-2007,papers,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",tomorrows-europe-2007-local-material-86bcea3e357b2aef-tomorrows-europe-2007
tomorrows-europe-2007,codebooks,partial,Generated variable/value-label dictionaries available where listed; a complete fielded codebook and all missing-value/routing instructions are not thereby established.,tomorrows-europe-2007-local-cdd-tomorrows-europe-2007-survey-variables;tomorrows-europe-2007-local-cdd-tomorrows-europe-2007-survey-value-labels
bulgaria-2007,questionnaires,not-found,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",bulgaria-2007-stanford-event;bulgaria-2007-local-material-e08ccad4db68fd52-bulgaria-2007;bulgaria-2007-local-material-d1ce28351e39622b-bulgaria-2007;bulgaria-2007-local-material-a7b7e414d0937f7a-bulgaria-2007;bulgaria-2007-local-material-c64d658b4e543709-bulgaria-2007;bulgaria-2007-download-material-a7b7e414d0937f7a;bulgaria-2007-download-material-c64d658b4e543709;bulgaria-2007-download-material-87cbe5fd80dce462;bulgaria-2007-cls-event;bulgaria-2007-roma-working-paper
bulgaria-2007,briefing-materials,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",bulgaria-2007-download-material-87cbe5fd80dce462
bulgaria-2007,event-reports,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",bulgaria-2007-stanford-event;bulgaria-2007-local-material-d1ce28351e39622b-bulgaria-2007;bulgaria-2007-local-material-c64d658b4e543709-bulgaria-2007;bulgaria-2007-download-material-c64d658b4e543709;bulgaria-2007-cls-event
bulgaria-2007,papers,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",bulgaria-2007-local-material-a7b7e414d0937f7a-bulgaria-2007;bulgaria-2007-download-material-a7b7e414d0937f7a;bulgaria-2007-roma-working-paper
bulgaria-2007,codebooks,not-found,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",bulgaria-2007-stanford-event;bulgaria-2007-local-material-e08ccad4db68fd52-bulgaria-2007;bulgaria-2007-local-material-d1ce28351e39622b-bulgaria-2007;bulgaria-2007-local-material-a7b7e414d0937f7a-bulgaria-2007;bulgaria-2007-local-material-c64d658b4e543709-bulgaria-2007;bulgaria-2007-download-material-a7b7e414d0937f7a;bulgaria-2007-download-material-c64d658b4e543709;bulgaria-2007-download-material-87cbe5fd80dce462;bulgaria-2007-cls-event;bulgaria-2007-roma-working-paper
northern-ireland-2007,questionnaires,not-found,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",northern-ireland-2007-stanford-event;northern-ireland-2007-local-cdd-northern-ireland-variables;northern-ireland-2007-local-cdd-northern-ireland-value-labels;northern-ireland-2007-local-material-e1ec2452199db976-northern-ireland-2007;northern-ireland-2007-local-material-10838bd9c27c047e-northern-ireland-2007;northern-ireland-2007-local-material-2001cfa6b043a14c-northern-ireland-2007;northern-ireland-2007-local-material-1f8563f84e1fa058-northern-ireland-2007;northern-ireland-2007-download-material-1f8563f84e1fa058
northern-ireland-2007,briefing-materials,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",northern-ireland-2007-local-material-1f8563f84e1fa058-northern-ireland-2007;northern-ireland-2007-download-material-1f8563f84e1fa058
northern-ireland-2007,event-reports,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",northern-ireland-2007-stanford-event;northern-ireland-2007-local-material-2001cfa6b043a14c-northern-ireland-2007
northern-ireland-2007,papers,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",northern-ireland-2007-local-material-e1ec2452199db976-northern-ireland-2007;northern-ireland-2007-local-material-10838bd9c27c047e-northern-ireland-2007
northern-ireland-2007,codebooks,partial,Generated variable/value-label dictionaries available where listed; a complete fielded codebook and all missing-value/routing instructions are not thereby established.,northern-ireland-2007-local-cdd-northern-ireland-variables;northern-ireland-2007-local-cdd-northern-ireland-value-labels
europolis-2009,questionnaires,partial,Local post questionnaire available; complete fielded baseline/arrival and all translated versions not established.,europolis-2009-local-cdd-europolis-2009-questionnaire-post
europolis-2009,briefing-materials,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",europolis-2009-local-material-a126f509779a704d-europolis-2009;europolis-2009-download-material-a126f509779a704d
europolis-2009,event-reports,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",europolis-2009-stanford-event;europolis-2009-local-material-751f122eddd882c6-europolis-2009;europolis-2009-local-material-940941bbf88e0216-europolis-2009;europolis-2009-cordis-report
europolis-2009,papers,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",europolis-2009-local-material-74e34d348825e2fa-europolis-2009;europolis-2009-europolis-paper
europolis-2009,codebooks,partial,Generated variable/value-label dictionaries available where listed; a complete fielded codebook and all missing-value/routing instructions are not thereby established.,europolis-2009-local-cdd-europolis-2009-survey-variables;europolis-2009-local-cdd-europolis-2009-survey-value-labels;europolis-2009-local-cdd-europolis-2009-codebook
tanzania-2015,questionnaires,partial,The local pre-analysis plan and research appendix specify outcome items and variable mappings. A complete standalone fielded questionnaire was not located; do not equate index definitions with the full instrument.,tanzania-2015-stanford-event;tanzania-2015-local-material-76ef3bf6732b439c-tanzania-2015;tanzania-2015-local-material-fa4030127bcfcc75-tanzania-2015;tanzania-2015-local-material-794d347d2c778073-tanzania-2015;tanzania-2015-local-oos-tanzania-appendix;tanzania-2015-resource-curse-paper;tanzania-2015-cgd-project
tanzania-2015,briefing-materials,not-found,"Paper section 3.1 describes a roughly 30-minute information video vetted by researchers, industry, civil society and politicians. A standalone video script or briefing booklet was not located in inspected sources.",tanzania-2015-stanford-event;tanzania-2015-local-material-76ef3bf6732b439c-tanzania-2015;tanzania-2015-local-material-fa4030127bcfcc75-tanzania-2015;tanzania-2015-local-material-794d347d2c778073-tanzania-2015;tanzania-2015-local-oos-tanzania-appendix;tanzania-2015-resource-curse-paper;tanzania-2015-cgd-project
tanzania-2015,event-reports,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",tanzania-2015-stanford-event;tanzania-2015-local-material-fa4030127bcfcc75-tanzania-2015;tanzania-2015-local-oos-tanzania-appendix;tanzania-2015-cgd-project
tanzania-2015,papers,available,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",tanzania-2015-local-material-76ef3bf6732b439c-tanzania-2015;tanzania-2015-resource-curse-paper
tanzania-2015,codebooks,not-found,"Reviewed local manifests, archived material titles/content and official event/research sources; availability does not establish complete wave/language coverage.",tanzania-2015-stanford-event;tanzania-2015-local-material-76ef3bf6732b439c-tanzania-2015;tanzania-2015-local-material-fa4030127bcfcc75-tanzania-2015;tanzania-2015-local-material-794d347d2c778073-tanzania-2015;tanzania-2015-local-oos-tanzania-appendix;tanzania-2015-resource-curse-paper;tanzania-2015-cgd-project
