source_row,historical_sample,historical_respondent_id,pollgroup,early_group_size,group_size,historical_gain,candidate_gain,joint_knowledge
389,FALSE,NA,NA,NA,NA,NA,NA,0
390,FALSE,NA,NA,NA,NA,NA,NA,0
391,FALSE,NA,NA,NA,NA,NA,NA,0
392,FALSE,NA,NA,NA,NA,NA,NA,0
393,FALSE,NA,NA,NA,NA,NA,NA,0
394,FALSE,NA,NA,NA,NA,NA,NA,0
395,FALSE,NA,NA,NA,NA,NA,NA,0
396,FALSE,NA,NA,NA,NA,NA,NA,0
397,FALSE,NA,NA,NA,NA,NA,NA,0
398,FALSE,NA,NA,NA,NA,NA,NA,0
399,FALSE,NA,NA,NA,NA,NA,NA,0
400,FALSE,NA,NA,NA,NA,NA,NA,0
401,FALSE,NA,NA,NA,NA,NA,NA,0
402,FALSE,NA,NA,NA,NA,NA,NA,0
403,FALSE,NA,NA,NA,NA,NA,NA,0
404,FALSE,NA,NA,NA,NA,NA,NA,0
405,FALSE,NA,NA,NA,NA,NA,NA,0
406,FALSE,NA,NA,NA,NA,NA,NA,0
407,FALSE,NA,NA,NA,NA,NA,NA,0
408,FALSE,NA,NA,NA,NA,NA,NA,0
409,FALSE,NA,NA,NA,NA,NA,NA,0
410,FALSE,NA,NA,NA,NA,NA,NA,0
411,FALSE,NA,NA,NA,NA,NA,NA,0
412,FALSE,NA,NA,NA,NA,NA,NA,0
413,FALSE,NA,NA,NA,NA,NA,NA,0
414,FALSE,NA,NA,NA,NA,NA,NA,0
415,FALSE,NA,NA,NA,NA,NA,NA,0
416,FALSE,NA,NA,NA,NA,NA,NA,0
417,FALSE,NA,NA,NA,NA,NA,NA,0
418,FALSE,NA,NA,NA,NA,NA,NA,0
419,FALSE,NA,NA,NA,NA,NA,NA,0
420,FALSE,NA,NA,NA,NA,NA,NA,0
421,FALSE,NA,NA,NA,NA,NA,NA,0
422,FALSE,NA,NA,NA,NA,NA,NA,0
423,FALSE,NA,NA,NA,NA,NA,NA,0
424,FALSE,NA,NA,NA,NA,NA,NA,0
425,FALSE,NA,NA,NA,NA,NA,NA,0
426,FALSE,NA,NA,NA,NA,NA,NA,0
427,FALSE,NA,NA,NA,NA,NA,NA,0
428,FALSE,NA,NA,NA,NA,NA,NA,0
429,FALSE,NA,NA,NA,NA,NA,NA,0
430,FALSE,NA,NA,NA,NA,NA,NA,0
431,FALSE,NA,NA,NA,NA,NA,NA,0
432,FALSE,NA,NA,NA,NA,NA,NA,0
433,FALSE,NA,NA,NA,NA,NA,NA,0
434,FALSE,NA,NA,NA,NA,NA,NA,0
435,FALSE,NA,NA,NA,NA,NA,NA,0
436,FALSE,NA,NA,NA,NA,NA,NA,0
437,FALSE,NA,NA,NA,NA,NA,NA,0
438,FALSE,NA,NA,NA,NA,NA,NA,0
439,FALSE,NA,NA,NA,NA,NA,NA,0
440,FALSE,NA,NA,NA,NA,NA,NA,0
441,FALSE,NA,NA,NA,NA,NA,NA,0
442,FALSE,NA,NA,NA,NA,NA,NA,0
443,FALSE,NA,NA,NA,NA,NA,NA,0
444,FALSE,NA,NA,NA,NA,NA,NA,0
445,FALSE,NA,NA,NA,NA,NA,NA,0
446,FALSE,NA,NA,NA,NA,NA,NA,0
447,FALSE,NA,NA,NA,NA,NA,NA,0
448,FALSE,NA,NA,NA,NA,NA,NA,0
449,FALSE,NA,NA,NA,NA,NA,NA,0
450,FALSE,NA,NA,NA,NA,NA,NA,0
451,FALSE,NA,NA,NA,NA,NA,NA,0
452,FALSE,NA,NA,NA,NA,NA,NA,0
453,FALSE,NA,NA,NA,NA,NA,NA,0
454,FALSE,NA,NA,NA,NA,NA,NA,0
455,FALSE,NA,NA,NA,NA,NA,NA,0
456,FALSE,NA,NA,NA,NA,NA,NA,0
457,FALSE,NA,NA,NA,NA,NA,NA,0
458,FALSE,NA,NA,NA,NA,NA,NA,0
459,FALSE,NA,NA,NA,NA,NA,NA,0
460,FALSE,NA,NA,NA,NA,NA,NA,0
461,FALSE,NA,NA,NA,NA,NA,NA,0
462,FALSE,NA,NA,NA,NA,NA,NA,0
463,FALSE,NA,NA,NA,NA,NA,NA,0
464,FALSE,NA,NA,NA,NA,NA,NA,0
465,FALSE,NA,NA,NA,NA,NA,NA,0
466,FALSE,NA,NA,NA,NA,NA,NA,0
467,FALSE,NA,NA,NA,NA,NA,NA,0
468,FALSE,NA,NA,NA,NA,NA,NA,0
469,FALSE,NA,NA,NA,NA,NA,NA,0
470,FALSE,NA,NA,NA,NA,NA,NA,0
471,FALSE,NA,NA,NA,NA,NA,NA,0
472,FALSE,NA,NA,NA,NA,NA,NA,0
473,FALSE,NA,NA,NA,NA,NA,NA,0
474,FALSE,NA,NA,NA,NA,NA,NA,0
475,FALSE,NA,NA,NA,NA,NA,NA,0
476,FALSE,NA,NA,NA,NA,NA,NA,0
477,FALSE,NA,NA,NA,NA,NA,NA,0
478,FALSE,NA,NA,NA,NA,NA,NA,0
479,FALSE,NA,NA,NA,NA,NA,NA,0
480,FALSE,NA,NA,NA,NA,NA,NA,0
481,FALSE,NA,NA,NA,NA,NA,NA,0
482,FALSE,NA,NA,NA,NA,NA,NA,0
483,FALSE,NA,NA,NA,NA,NA,NA,0
484,FALSE,NA,NA,NA,NA,NA,NA,0
485,FALSE,NA,NA,NA,NA,NA,NA,0
486,FALSE,NA,NA,NA,NA,NA,NA,0
487,FALSE,NA,NA,NA,NA,NA,NA,0
488,FALSE,NA,NA,NA,NA,NA,NA,0
489,FALSE,NA,NA,NA,NA,NA,NA,0
490,FALSE,NA,NA,NA,NA,NA,NA,0
491,FALSE,NA,NA,NA,NA,NA,NA,0
492,FALSE,NA,NA,NA,NA,NA,NA,0
493,FALSE,NA,NA,NA,NA,NA,NA,0
494,FALSE,NA,NA,NA,NA,NA,NA,0
495,FALSE,NA,NA,NA,NA,NA,NA,0
496,FALSE,NA,NA,NA,NA,NA,NA,0
497,FALSE,NA,NA,NA,NA,NA,NA,0
498,FALSE,NA,NA,NA,NA,NA,NA,0
499,FALSE,NA,NA,NA,NA,NA,NA,0
500,FALSE,NA,NA,NA,NA,NA,NA,0
501,FALSE,NA,NA,NA,NA,NA,NA,0
502,FALSE,NA,NA,NA,NA,NA,NA,0
503,FALSE,NA,NA,NA,NA,NA,NA,0
504,FALSE,NA,NA,NA,NA,NA,NA,0
505,FALSE,NA,NA,NA,NA,NA,NA,0
506,FALSE,NA,NA,NA,NA,NA,NA,0
507,FALSE,NA,NA,NA,NA,NA,NA,0
508,FALSE,NA,NA,NA,NA,NA,NA,0
509,FALSE,NA,NA,NA,NA,NA,NA,0
510,FALSE,NA,NA,NA,NA,NA,NA,0
511,FALSE,NA,NA,NA,NA,NA,NA,0
512,FALSE,NA,NA,NA,NA,NA,NA,0
513,FALSE,NA,NA,NA,NA,NA,NA,0
514,FALSE,NA,NA,NA,NA,NA,NA,0
515,FALSE,NA,NA,NA,NA,NA,NA,0
516,FALSE,NA,NA,NA,NA,NA,NA,0
517,FALSE,NA,NA,NA,NA,NA,NA,0
518,FALSE,NA,NA,NA,NA,NA,NA,0
519,FALSE,NA,NA,NA,NA,NA,NA,0
520,FALSE,NA,NA,NA,NA,NA,NA,0
521,FALSE,NA,NA,NA,NA,NA,NA,0
522,FALSE,NA,NA,NA,NA,NA,NA,0
523,FALSE,NA,NA,NA,NA,NA,NA,0
524,FALSE,NA,NA,NA,NA,NA,NA,0
525,FALSE,NA,NA,NA,NA,NA,NA,0
526,FALSE,NA,NA,NA,NA,NA,NA,0
527,FALSE,NA,NA,NA,NA,NA,NA,0
528,FALSE,NA,NA,NA,NA,NA,NA,0
529,FALSE,NA,NA,NA,NA,NA,NA,0
530,FALSE,NA,NA,NA,NA,NA,NA,0
531,FALSE,NA,NA,NA,NA,NA,NA,0
532,FALSE,NA,NA,NA,NA,NA,NA,0
533,FALSE,NA,NA,NA,NA,NA,NA,0
534,FALSE,NA,NA,NA,NA,NA,NA,0
535,FALSE,NA,NA,NA,NA,NA,NA,0
536,FALSE,NA,NA,NA,NA,NA,NA,0
537,FALSE,NA,NA,NA,NA,NA,NA,0
538,FALSE,NA,NA,NA,NA,NA,NA,0
539,FALSE,NA,NA,NA,NA,NA,NA,0
540,FALSE,NA,NA,NA,NA,NA,NA,0
541,FALSE,NA,NA,NA,NA,NA,NA,0
542,FALSE,NA,NA,NA,NA,NA,NA,0
543,FALSE,NA,NA,NA,NA,NA,NA,0
544,FALSE,NA,NA,NA,NA,NA,NA,0
545,FALSE,NA,NA,NA,NA,NA,NA,0
546,FALSE,NA,NA,NA,NA,NA,NA,0
547,FALSE,NA,NA,NA,NA,NA,NA,0
548,FALSE,NA,NA,NA,NA,NA,NA,0
549,FALSE,NA,NA,NA,NA,NA,NA,0
550,FALSE,NA,NA,NA,NA,NA,NA,0
551,FALSE,NA,NA,NA,NA,NA,NA,0
552,FALSE,NA,NA,NA,NA,NA,NA,0
553,FALSE,NA,NA,NA,NA,NA,NA,0
554,FALSE,NA,NA,NA,NA,NA,NA,0
555,FALSE,NA,NA,NA,NA,NA,NA,0
556,FALSE,NA,NA,NA,NA,NA,NA,0
557,FALSE,NA,NA,NA,NA,NA,NA,0
558,FALSE,NA,NA,NA,NA,NA,NA,0
559,FALSE,NA,NA,NA,NA,NA,NA,0
560,FALSE,NA,NA,NA,NA,NA,NA,0
561,FALSE,NA,NA,NA,NA,NA,NA,0
562,FALSE,NA,NA,NA,NA,NA,NA,0
563,FALSE,NA,NA,NA,NA,NA,NA,0
564,FALSE,NA,NA,NA,NA,NA,NA,0
565,FALSE,NA,NA,NA,NA,NA,NA,0
566,FALSE,NA,NA,NA,NA,NA,NA,0
567,FALSE,NA,NA,NA,NA,NA,NA,0
568,FALSE,NA,NA,NA,NA,NA,NA,0
569,FALSE,NA,NA,NA,NA,NA,NA,0
570,FALSE,NA,NA,NA,NA,NA,NA,0
571,FALSE,NA,NA,NA,NA,NA,NA,0
572,FALSE,NA,NA,NA,NA,NA,NA,0
573,FALSE,NA,NA,NA,NA,NA,NA,0
574,FALSE,NA,NA,NA,NA,NA,NA,0
575,FALSE,NA,NA,NA,NA,NA,NA,0
576,FALSE,NA,NA,NA,NA,NA,NA,0
577,FALSE,NA,NA,NA,NA,NA,NA,0
578,FALSE,NA,NA,NA,NA,NA,NA,0
579,FALSE,NA,NA,NA,NA,NA,NA,0
580,FALSE,NA,NA,NA,NA,NA,NA,0
581,FALSE,NA,NA,NA,NA,NA,NA,0
582,FALSE,NA,NA,NA,NA,NA,NA,0
583,FALSE,NA,NA,NA,NA,NA,NA,0
584,FALSE,NA,NA,NA,NA,NA,NA,0
585,FALSE,NA,NA,NA,NA,NA,NA,0
586,FALSE,NA,NA,NA,NA,NA,NA,0
587,FALSE,NA,NA,NA,NA,NA,NA,0
588,FALSE,NA,NA,NA,NA,NA,NA,0
589,FALSE,NA,NA,NA,NA,NA,NA,0
590,FALSE,NA,NA,NA,NA,NA,NA,0
591,FALSE,NA,NA,NA,NA,NA,NA,0
592,FALSE,NA,NA,NA,NA,NA,NA,0
593,FALSE,NA,NA,NA,NA,NA,NA,0
594,FALSE,NA,NA,NA,NA,NA,NA,0
595,FALSE,NA,NA,NA,NA,NA,NA,0
596,FALSE,NA,NA,NA,NA,NA,NA,0
597,FALSE,NA,NA,NA,NA,NA,NA,0
598,FALSE,NA,NA,NA,NA,NA,NA,0
599,FALSE,NA,NA,NA,NA,NA,NA,0
600,FALSE,NA,NA,NA,NA,NA,NA,0
601,FALSE,NA,NA,NA,NA,NA,NA,0
602,FALSE,NA,NA,NA,NA,NA,NA,0
603,FALSE,NA,NA,NA,NA,NA,NA,0
604,FALSE,NA,NA,NA,NA,NA,NA,0
605,FALSE,NA,NA,NA,NA,NA,NA,0
606,FALSE,NA,NA,NA,NA,NA,NA,0
607,FALSE,NA,NA,NA,NA,NA,NA,0
608,FALSE,NA,NA,NA,NA,NA,NA,0
609,FALSE,NA,NA,NA,NA,NA,NA,0
610,FALSE,NA,NA,NA,NA,NA,NA,0
611,FALSE,NA,NA,NA,NA,NA,NA,0
612,FALSE,NA,NA,NA,NA,NA,NA,0
613,FALSE,NA,NA,NA,NA,NA,NA,0
614,FALSE,NA,NA,NA,NA,NA,NA,0
615,FALSE,NA,NA,NA,NA,NA,NA,0
616,FALSE,NA,NA,NA,NA,NA,NA,0
617,FALSE,NA,NA,NA,NA,NA,NA,0
618,FALSE,NA,NA,NA,NA,NA,NA,0
619,FALSE,NA,NA,NA,NA,NA,NA,0
620,FALSE,NA,NA,NA,NA,NA,NA,0
621,FALSE,NA,NA,NA,NA,NA,NA,0
622,FALSE,NA,NA,NA,NA,NA,NA,0
623,FALSE,NA,NA,NA,NA,NA,NA,0
624,FALSE,NA,NA,NA,NA,NA,NA,0
625,FALSE,NA,NA,NA,NA,NA,NA,0
626,FALSE,NA,NA,NA,NA,NA,NA,0
627,FALSE,NA,NA,NA,NA,NA,NA,0
628,FALSE,NA,NA,NA,NA,NA,NA,0
629,FALSE,NA,NA,NA,NA,NA,NA,0
630,FALSE,NA,NA,NA,NA,NA,NA,0
631,FALSE,NA,NA,NA,NA,NA,NA,0
632,FALSE,NA,NA,NA,NA,NA,NA,0
633,FALSE,NA,NA,NA,NA,NA,NA,0
634,FALSE,NA,NA,NA,NA,NA,NA,0
635,FALSE,NA,NA,NA,NA,NA,NA,0
636,FALSE,NA,NA,NA,NA,NA,NA,0
637,FALSE,NA,NA,NA,NA,NA,NA,0
638,FALSE,NA,NA,NA,NA,NA,NA,0
639,FALSE,NA,NA,NA,NA,NA,NA,0
640,FALSE,NA,NA,NA,NA,NA,NA,0
641,FALSE,NA,NA,NA,NA,NA,NA,0
642,FALSE,NA,NA,NA,NA,NA,NA,0
643,FALSE,NA,NA,NA,NA,NA,NA,0
644,FALSE,NA,NA,NA,NA,NA,NA,0
645,FALSE,NA,NA,NA,NA,NA,NA,0
646,FALSE,NA,NA,NA,NA,NA,NA,0
647,FALSE,NA,NA,NA,NA,NA,NA,0
648,FALSE,NA,NA,NA,NA,NA,NA,0
649,FALSE,NA,NA,NA,NA,NA,NA,0
650,FALSE,NA,NA,NA,NA,NA,NA,0
651,FALSE,NA,NA,NA,NA,NA,NA,0
652,FALSE,NA,NA,NA,NA,NA,NA,0
653,FALSE,NA,NA,NA,NA,NA,NA,0
654,FALSE,NA,NA,NA,NA,NA,NA,0
655,FALSE,NA,NA,NA,NA,NA,NA,0
656,FALSE,NA,NA,NA,NA,NA,NA,0
657,FALSE,NA,NA,NA,NA,NA,NA,0
658,FALSE,NA,NA,NA,NA,NA,NA,0
659,FALSE,NA,NA,NA,NA,NA,NA,0
660,FALSE,NA,NA,NA,NA,NA,NA,0
661,FALSE,NA,NA,NA,NA,NA,NA,0
662,FALSE,NA,NA,NA,NA,NA,NA,0
663,FALSE,NA,NA,NA,NA,NA,NA,0
664,FALSE,NA,NA,NA,NA,NA,NA,0
665,FALSE,NA,NA,NA,NA,NA,NA,0
666,FALSE,NA,NA,NA,NA,NA,NA,0
667,FALSE,NA,NA,NA,NA,NA,NA,0
668,FALSE,NA,NA,NA,NA,NA,NA,0
669,FALSE,NA,NA,NA,NA,NA,NA,0
670,FALSE,NA,NA,NA,NA,NA,NA,0
671,FALSE,NA,NA,NA,NA,NA,NA,0
672,FALSE,NA,NA,NA,NA,NA,NA,0
673,FALSE,NA,NA,NA,NA,NA,NA,0
674,FALSE,NA,NA,NA,NA,NA,NA,0
675,FALSE,NA,NA,NA,NA,NA,NA,0
676,FALSE,NA,NA,NA,NA,NA,NA,0
677,FALSE,NA,NA,NA,NA,NA,NA,0
678,FALSE,NA,NA,NA,NA,NA,NA,0
679,FALSE,NA,NA,NA,NA,NA,NA,0
680,FALSE,NA,NA,NA,NA,NA,NA,0
681,FALSE,NA,NA,NA,NA,NA,NA,0
682,FALSE,NA,NA,NA,NA,NA,NA,0
683,FALSE,NA,NA,NA,NA,NA,NA,0
684,FALSE,NA,NA,NA,NA,NA,NA,0
685,FALSE,NA,NA,NA,NA,NA,NA,0
686,FALSE,NA,NA,NA,NA,NA,NA,0
687,FALSE,NA,NA,NA,NA,NA,NA,0
688,FALSE,NA,NA,NA,NA,NA,NA,0
689,FALSE,NA,NA,NA,NA,NA,NA,0
690,FALSE,NA,NA,NA,NA,NA,NA,0
691,FALSE,NA,NA,NA,NA,NA,NA,0
692,FALSE,NA,NA,NA,NA,NA,NA,0
693,FALSE,NA,NA,NA,NA,NA,NA,0
694,FALSE,NA,NA,NA,NA,NA,NA,0
695,FALSE,NA,NA,NA,NA,NA,NA,0
696,FALSE,NA,NA,NA,NA,NA,NA,0
697,FALSE,NA,NA,NA,NA,NA,NA,0
698,FALSE,NA,NA,NA,NA,NA,NA,0
699,FALSE,NA,NA,NA,NA,NA,NA,0
700,FALSE,NA,NA,NA,NA,NA,NA,0
701,FALSE,NA,NA,NA,NA,NA,NA,0
702,FALSE,NA,NA,NA,NA,NA,NA,0
703,FALSE,NA,NA,NA,NA,NA,NA,0
704,FALSE,NA,NA,NA,NA,NA,NA,0
705,FALSE,NA,NA,NA,NA,NA,NA,0
706,FALSE,NA,NA,NA,NA,NA,NA,0
707,FALSE,NA,NA,NA,NA,NA,NA,0
708,FALSE,NA,NA,NA,NA,NA,NA,0
709,FALSE,NA,NA,NA,NA,NA,NA,0
710,FALSE,NA,NA,NA,NA,NA,NA,0
711,FALSE,NA,NA,NA,NA,NA,NA,0
712,FALSE,NA,NA,NA,NA,NA,NA,0
713,FALSE,NA,NA,NA,NA,NA,NA,0
714,FALSE,NA,NA,NA,NA,NA,NA,0
715,FALSE,NA,NA,NA,NA,NA,NA,0
716,FALSE,NA,NA,NA,NA,NA,NA,0
717,FALSE,NA,NA,NA,NA,NA,NA,0
718,FALSE,NA,NA,NA,NA,NA,NA,0
719,FALSE,NA,NA,NA,NA,NA,NA,0
720,FALSE,NA,NA,NA,NA,NA,NA,0
721,FALSE,NA,NA,NA,NA,NA,NA,0
722,FALSE,NA,NA,NA,NA,NA,NA,0
723,FALSE,NA,NA,NA,NA,NA,NA,0
724,FALSE,NA,NA,NA,NA,NA,NA,0
725,FALSE,NA,NA,NA,NA,NA,NA,0
726,FALSE,NA,NA,NA,NA,NA,NA,0
727,FALSE,NA,NA,NA,NA,NA,NA,0
728,FALSE,NA,NA,NA,NA,NA,NA,0
729,FALSE,NA,NA,NA,NA,NA,NA,0
730,FALSE,NA,NA,NA,NA,NA,NA,0
731,FALSE,NA,NA,NA,NA,NA,NA,0
732,FALSE,NA,NA,NA,NA,NA,NA,0
733,FALSE,NA,NA,NA,NA,NA,NA,0
734,FALSE,NA,NA,NA,NA,NA,NA,0
735,FALSE,NA,NA,NA,NA,NA,NA,0
736,FALSE,NA,NA,NA,NA,NA,NA,0
737,FALSE,NA,NA,NA,NA,NA,NA,0
738,FALSE,NA,NA,NA,NA,NA,NA,0
739,FALSE,NA,NA,NA,NA,NA,NA,0
740,FALSE,NA,NA,NA,NA,NA,NA,0
741,FALSE,NA,NA,NA,NA,NA,NA,0
742,FALSE,NA,NA,NA,NA,NA,NA,0
743,FALSE,NA,NA,NA,NA,NA,NA,0
744,FALSE,NA,NA,NA,NA,NA,NA,0
745,FALSE,NA,NA,NA,NA,NA,NA,0
746,FALSE,NA,NA,NA,NA,NA,NA,0
747,FALSE,NA,NA,NA,NA,NA,NA,0
748,FALSE,NA,NA,NA,NA,NA,NA,0
749,FALSE,NA,NA,NA,NA,NA,NA,0
750,FALSE,NA,NA,NA,NA,NA,NA,0
751,FALSE,NA,NA,NA,NA,NA,NA,0
752,FALSE,NA,NA,NA,NA,NA,NA,0
753,FALSE,NA,NA,NA,NA,NA,NA,0
754,FALSE,NA,NA,NA,NA,NA,NA,0
755,FALSE,NA,NA,NA,NA,NA,NA,0
756,FALSE,NA,NA,NA,NA,NA,NA,0
757,FALSE,NA,NA,NA,NA,NA,NA,0
758,FALSE,NA,NA,NA,NA,NA,NA,0
759,FALSE,NA,NA,NA,NA,NA,NA,0
760,FALSE,NA,NA,NA,NA,NA,NA,0
761,FALSE,NA,NA,NA,NA,NA,NA,0
762,FALSE,NA,NA,NA,NA,NA,NA,0
763,FALSE,NA,NA,NA,NA,NA,NA,0
764,FALSE,NA,NA,NA,NA,NA,NA,0
765,FALSE,NA,NA,NA,NA,NA,NA,0
766,FALSE,NA,NA,NA,NA,NA,NA,0
767,FALSE,NA,NA,NA,NA,NA,NA,0
768,FALSE,NA,NA,NA,NA,NA,NA,0
769,FALSE,NA,NA,NA,NA,NA,NA,0
770,FALSE,NA,NA,NA,NA,NA,NA,0
771,FALSE,NA,NA,NA,NA,NA,NA,0
772,FALSE,NA,NA,NA,NA,NA,NA,0
773,FALSE,NA,NA,NA,NA,NA,NA,0
774,FALSE,NA,NA,NA,NA,NA,NA,0
775,FALSE,NA,NA,NA,NA,NA,NA,0
776,FALSE,NA,NA,NA,NA,NA,NA,0
777,FALSE,NA,NA,NA,NA,NA,NA,0
778,FALSE,NA,NA,NA,NA,NA,NA,0
779,FALSE,NA,NA,NA,NA,NA,NA,0
780,FALSE,NA,NA,NA,NA,NA,NA,0
781,FALSE,NA,NA,NA,NA,NA,NA,0
782,FALSE,NA,NA,NA,NA,NA,NA,0
783,FALSE,NA,NA,NA,NA,NA,NA,0
784,FALSE,NA,NA,NA,NA,NA,NA,0
785,FALSE,NA,NA,NA,NA,NA,NA,0
786,FALSE,NA,NA,NA,NA,NA,NA,0
787,FALSE,NA,NA,NA,NA,NA,NA,0
788,FALSE,NA,NA,NA,NA,NA,NA,0
789,FALSE,NA,NA,NA,NA,NA,NA,0
790,FALSE,NA,NA,NA,NA,NA,NA,0
791,FALSE,NA,NA,NA,NA,NA,NA,0
792,FALSE,NA,NA,NA,NA,NA,NA,0
793,FALSE,NA,NA,NA,NA,NA,NA,0
794,FALSE,NA,NA,NA,NA,NA,NA,0
795,FALSE,NA,NA,NA,NA,NA,NA,0
796,FALSE,NA,NA,NA,NA,NA,NA,0
797,FALSE,NA,NA,NA,NA,NA,NA,0
798,FALSE,NA,NA,NA,NA,NA,NA,0
799,FALSE,NA,NA,NA,NA,NA,NA,0
800,FALSE,NA,NA,NA,NA,NA,NA,0
801,FALSE,NA,NA,NA,NA,NA,NA,0
802,FALSE,NA,NA,NA,NA,NA,NA,0
803,FALSE,NA,NA,NA,NA,NA,NA,0
804,FALSE,NA,NA,NA,NA,NA,NA,0
805,FALSE,NA,NA,NA,NA,NA,NA,0
806,FALSE,NA,NA,NA,NA,NA,NA,0
807,FALSE,NA,NA,NA,NA,NA,NA,0
808,FALSE,NA,NA,NA,NA,NA,NA,0
809,FALSE,NA,NA,NA,NA,NA,NA,0
810,FALSE,NA,NA,NA,NA,NA,NA,0
811,FALSE,NA,NA,NA,NA,NA,NA,0
812,FALSE,NA,NA,NA,NA,NA,NA,0
813,FALSE,NA,NA,NA,NA,NA,NA,0
814,FALSE,NA,NA,NA,NA,NA,NA,0
815,FALSE,NA,NA,NA,NA,NA,NA,0
816,FALSE,NA,NA,NA,NA,NA,NA,0
817,FALSE,NA,NA,NA,NA,NA,NA,0
818,FALSE,NA,NA,NA,NA,NA,NA,0
819,FALSE,NA,NA,NA,NA,NA,NA,0
820,FALSE,NA,NA,NA,NA,NA,NA,0
821,FALSE,NA,NA,NA,NA,NA,NA,0
822,FALSE,NA,NA,NA,NA,NA,NA,0
823,FALSE,NA,NA,NA,NA,NA,NA,0
824,FALSE,NA,NA,NA,NA,NA,NA,0
825,FALSE,NA,NA,NA,NA,NA,NA,0
826,FALSE,NA,NA,NA,NA,NA,NA,0
827,FALSE,NA,NA,NA,NA,NA,NA,0
828,FALSE,NA,NA,NA,NA,NA,NA,0
829,FALSE,NA,NA,NA,NA,NA,NA,0
830,FALSE,NA,NA,NA,NA,NA,NA,0
831,FALSE,NA,NA,NA,NA,NA,NA,0
832,FALSE,NA,NA,NA,NA,NA,NA,0
833,FALSE,NA,NA,NA,NA,NA,NA,0
834,FALSE,NA,NA,NA,NA,NA,NA,0
835,FALSE,NA,NA,NA,NA,NA,NA,0
836,FALSE,NA,NA,NA,NA,NA,NA,0
837,FALSE,NA,NA,NA,NA,NA,NA,0
838,FALSE,NA,NA,NA,NA,NA,NA,0
839,FALSE,NA,NA,NA,NA,NA,NA,0
840,FALSE,NA,NA,NA,NA,NA,NA,0
841,FALSE,NA,NA,NA,NA,NA,NA,0
842,FALSE,NA,NA,NA,NA,NA,NA,0
843,FALSE,NA,NA,NA,NA,NA,NA,0
844,FALSE,NA,NA,NA,NA,NA,NA,0
845,FALSE,NA,NA,NA,NA,NA,NA,0
846,FALSE,NA,NA,NA,NA,NA,NA,0
847,FALSE,NA,NA,NA,NA,NA,NA,0
848,FALSE,NA,NA,NA,NA,NA,NA,0
849,FALSE,NA,NA,NA,NA,NA,NA,0
850,FALSE,NA,NA,NA,NA,NA,NA,0
851,FALSE,NA,NA,NA,NA,NA,NA,0
852,FALSE,NA,NA,NA,NA,NA,NA,0
853,FALSE,NA,NA,NA,NA,NA,NA,0
854,FALSE,NA,NA,NA,NA,NA,NA,0
855,FALSE,NA,NA,NA,NA,NA,NA,0
856,FALSE,NA,NA,NA,NA,NA,NA,0
857,FALSE,NA,NA,NA,NA,NA,NA,0
858,FALSE,NA,NA,NA,NA,NA,NA,0
859,FALSE,NA,NA,NA,NA,NA,NA,0
860,FALSE,NA,NA,NA,NA,NA,NA,0
861,FALSE,NA,NA,NA,NA,NA,NA,0
862,FALSE,NA,NA,NA,NA,NA,NA,0
863,FALSE,NA,NA,NA,NA,NA,NA,0
864,FALSE,NA,NA,NA,NA,NA,NA,0
865,FALSE,NA,NA,NA,NA,NA,NA,0
866,FALSE,NA,NA,NA,NA,NA,NA,0
867,FALSE,NA,NA,NA,NA,NA,NA,0
868,FALSE,NA,NA,NA,NA,NA,NA,0
869,FALSE,NA,NA,NA,NA,NA,NA,0
870,FALSE,NA,NA,NA,NA,NA,NA,0
871,FALSE,NA,NA,NA,NA,NA,NA,0
872,FALSE,NA,NA,NA,NA,NA,NA,0
873,FALSE,NA,NA,NA,NA,NA,NA,0
874,FALSE,NA,NA,NA,NA,NA,NA,0
875,FALSE,NA,NA,NA,NA,NA,NA,0
876,FALSE,NA,NA,NA,NA,NA,NA,0
877,FALSE,NA,NA,NA,NA,NA,NA,0
878,FALSE,NA,NA,NA,NA,NA,NA,0
879,FALSE,NA,NA,NA,NA,NA,NA,0
880,FALSE,NA,NA,NA,NA,NA,NA,0
881,FALSE,NA,NA,NA,NA,NA,NA,0
882,FALSE,NA,NA,NA,NA,NA,NA,0
883,FALSE,NA,NA,NA,NA,NA,NA,0
884,FALSE,NA,NA,NA,NA,NA,NA,0
885,FALSE,NA,NA,NA,NA,NA,NA,0
886,FALSE,NA,NA,NA,NA,NA,NA,0
887,FALSE,NA,NA,NA,NA,NA,NA,0
888,FALSE,NA,NA,NA,NA,NA,NA,0
889,FALSE,NA,NA,NA,NA,NA,NA,0
890,FALSE,NA,NA,NA,NA,NA,NA,0
891,FALSE,NA,NA,NA,NA,NA,NA,0
892,FALSE,NA,NA,NA,NA,NA,NA,0
893,FALSE,NA,NA,NA,NA,NA,NA,0
894,FALSE,NA,NA,NA,NA,NA,NA,0
895,FALSE,NA,NA,NA,NA,NA,NA,0
896,FALSE,NA,NA,NA,NA,NA,NA,0
897,FALSE,NA,NA,NA,NA,NA,NA,0
898,FALSE,NA,NA,NA,NA,NA,NA,0
899,FALSE,NA,NA,NA,NA,NA,NA,0
900,FALSE,NA,NA,NA,NA,NA,NA,0
901,FALSE,NA,NA,NA,NA,NA,NA,0
902,FALSE,NA,NA,NA,NA,NA,NA,0
903,FALSE,NA,NA,NA,NA,NA,NA,0
904,FALSE,NA,NA,NA,NA,NA,NA,0
